run_name,run_id,data_version,threshold_fix_applied,price_recency,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,train_cv_aupr,train_cv_precision_class1,train_cv_recall_class1,train_cv_f1,train_prevalence_pct,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col,seed
acled_sub_food_rain_conflict-text_seed-23_pca_0.25_4,b95dfb961fa24518bc4beef72c269843,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.25,4,sub_event_type,0.2702,59,0.3399,0.3076,0.9925,0.4696,30.09,0.4650,0.4245,0.9890,0.5941,0.3768,0.3704,1.0000,0.5405,0.6,5,2,5,5,0,0.1,5,0.6,1.0,0.25,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_0.25_4,ab75a2efa9cc47af93bea06eefea1bcc,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.25,4,sub_event_type,0.3191,803,0.3518,0.3094,0.9925,0.4717,30.09,0.4932,0.4233,1.0000,0.5948,0.3916,0.3706,0.9938,0.5399,0.8,10,2,1,5,0,0.03,3,0.6,0.6,0.25,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_0.25_5,c8f9061a0a884d0da8d6b0b146233136,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.25,5,sub_event_type,0.3627,59,0.3483,0.3270,0.9253,0.4833,30.09,0.4125,0.4213,1.0000,0.5928,0.3585,0.3704,1.0000,0.5405,0.6,1,1,3,7,1,0.01,3,0.8,0.6,0.25,5,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_0.25_5,daa556e2143b419e9f4ede9bf73b8762,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.25,5,sub_event_type,0.3501,803,0.3537,0.3169,0.9858,0.4797,30.09,0.4782,0.4213,1.0000,0.5928,0.3608,0.3704,1.0000,0.5405,0.6,10,0,1,7,1,0.01,3,1.0,1.0,0.25,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_0.25_4,d52c37c74d9c4cefbedbb0ad703b847f,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.25,4,sub_event_type,0.0505,85,0.3634,0.3071,1.0000,0.4699,30.09,0.3899,0.4213,1.0000,0.5928,0.3639,0.3704,1.0000,0.5405,0.8,1,1,3,3,1,0.1,3,1.0,0.6,0.25,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_0.25_4,9734f504b23a4dc39714803f92854c98,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.25,4,sub_event_type,0.1863,803,0.3516,0.3309,0.8604,0.4780,30.09,0.3813,0.4206,0.9890,0.5902,0.4015,0.3704,1.0000,0.5405,1.0,5,0,1,7,5,0.1,3,0.6,0.6,0.25,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_0.25_5,dd920004e7cc418eacffd2d8f96a5e3c,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.25,5,sub_event_type,0.0103,85,0.3373,0.3122,1.0000,0.4759,30.09,0.4159,0.4213,1.0000,0.5928,0.3828,0.3704,1.0000,0.5405,1.0,1,0.1,3,3,5,0.1,1,0.6,1.0,0.25,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_0.25_5,91646fbc51324828ad1c7d0b323c91e1,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.25,5,sub_event_type,0.3377,803,0.3434,0.3223,0.9359,0.4795,30.09,0.4096,0.4213,1.0000,0.5928,0.3869,0.3704,1.0000,0.5405,0.6,5,1,1,5,1,0.01,5,0.8,1.0,0.25,5,sub_event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_0.25_4,3325cde58fe44ce4823c7f9dcea3955b,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.25,4,event_type,0.3364,41,0.3370,0.3084,0.9962,0.4710,30.09,0.4144,0.4213,1.0000,0.5928,0.3441,0.3704,1.0000,0.5405,0.6,1,1,3,7,1,0.01,3,0.8,0.6,0.25,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_0.25_4,0137b21cbed14d79ac640f2ec5411103,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.25,4,event_type,0.2429,785,0.3467,0.3102,0.9962,0.4731,30.09,0.4841,0.4233,1.0000,0.5948,0.3781,0.3706,0.9938,0.5399,1.0,10,0.1,5,5,5,0.1,3,0.6,0.8,0.25,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_0.25_5,394b3e77fc5a4945bf8282ef5a347ce2,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.25,5,event_type,0.2648,41,0.3443,0.3240,0.9431,0.4823,30.09,0.4199,0.4178,0.9780,0.5855,0.3666,0.3704,1.0000,0.5405,0.6,10,0.1,1,7,0,0.03,0,0.8,1.0,0.25,5,event_type,23
acled_event_food_rain_conflict-text_seed-23_0.25_5,639dd4a4e39a461b85d24cfdc137f5b6,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.25,5,event_type,0.3516,785,0.3515,0.3190,0.9751,0.4807,30.09,0.4853,0.4213,1.0000,0.5928,0.3586,0.3704,1.0000,0.5405,0.6,10,0,1,7,1,0.01,3,1.0,1.0,0.25,5,event_type,23
acled_event_food_rain_all-text_seed-23_pca_0.25_4,748178a39c7e46e18211fbd0a51d735b,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.25,4,event_type,0.1581,67,0.3664,0.3111,0.9698,0.4711,30.09,0.4043,0.4213,1.0000,0.5928,0.3791,0.3704,1.0000,0.5405,1.0,1,2,5,3,0,0.05,0,0.8,0.8,0.25,4,event_type,23
acled_event_food_rain_all-text_seed-23_0.25_4,e5faaaaf734042aab266c7ebeeead8cc,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.25,4,event_type,0.1416,785,0.3510,0.3078,1.0000,0.4707,30.09,0.4443,0.4213,1.0000,0.5928,0.4454,0.3704,1.0000,0.5405,1.0,5,2,1,7,5,0.1,3,0.8,0.8,0.25,4,event_type,23
acled_event_food_rain_all-text_seed-23_pca_0.25_5,86ca8d14e380401a889a7a89e1e0c249,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.25,5,event_type,0.1833,67,0.3423,0.3122,1.0000,0.4759,30.09,0.3915,0.4213,1.0000,0.5928,0.3764,0.3704,1.0000,0.5405,1.0,1,0,3,7,5,0.01,3,1.0,1.0,0.25,5,event_type,23
acled_event_food_rain_all-text_seed-23_0.25_5,c248f2a6f5d44ae4bfc5c3235609d829,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.25,5,event_type,0.0677,785,0.3534,0.3126,1.0000,0.4763,30.09,0.4012,0.4213,1.0000,0.5928,0.3863,0.3704,1.0000,0.5405,0.8,10,0.1,1,5,0,0.05,1,1.0,0.8,0.25,5,event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_0.5_4,ecdea04c6ae34f4d809a7da953c03647,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.5,4,sub_event_type,0.1122,59,0.3058,0.2685,1.0000,0.4234,26.48,0.3665,0.3704,1.0000,0.5405,0.3619,0.3264,1.0000,0.4921,0.6,1,1,5,7,5,0.03,1,0.8,0.6,0.5,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_0.5_4,f2ed2a8cdc8f4ebcad46186611a65b9a,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.5,4,sub_event_type,0.3272,803,0.2839,0.2685,1.0000,0.4234,26.48,0.3761,0.3704,1.0000,0.5405,0.3778,0.3264,1.0000,0.4921,0.8,10,2,3,3,5,0.01,5,0.8,0.8,0.5,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_0.5_5,b37558b304fa46c4bcc2a4ae1e826db2,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.5,5,sub_event_type,0.2128,59,0.3264,0.2929,0.8907,0.4409,26.48,0.3799,0.3548,0.8250,0.4962,0.3469,0.3260,0.7376,0.4522,1.0,10,1,3,3,1,0.1,0,1.0,1.0,0.5,5,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_0.5_5,745723fd83dd40a9a6aca95476e7f4c0,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.5,5,sub_event_type,0.3225,803,0.3091,0.3020,0.7935,0.4375,26.48,0.4039,0.3679,0.8875,0.5201,0.3598,0.3460,0.7730,0.4781,0.6,10,0.1,1,3,0,0.05,0,0.8,0.6,0.5,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_0.5_4,5e2207e343374bcc9590cb7001e3c8d1,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.5,4,sub_event_type,0.2441,85,0.3031,0.2798,0.8793,0.4246,26.48,0.3311,0.3608,0.8750,0.5109,0.3352,0.3446,0.9362,0.5038,0.8,1,2,3,7,0,0.03,0,0.6,1.0,0.5,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_0.5_4,78eece577d644598be4c48412010bd7d,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.5,4,sub_event_type,0.0849,803,0.3151,0.2836,0.9009,0.4314,26.48,0.3704,0.3738,1.0000,0.5442,0.3461,0.3271,1.0000,0.4930,0.6,1,1,1,3,0,0.1,1,0.6,0.8,0.5,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_0.5_5,dcc06329c6e94275bcb615f73b947932,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.5,5,sub_event_type,0.0378,85,0.3076,0.2744,1.0000,0.4307,26.48,0.3305,0.3704,1.0000,0.5405,0.3293,0.3264,1.0000,0.4921,0.6,1,1,3,5,0,0.1,5,0.6,1.0,0.5,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_0.5_5,4d95424ac7eb45ffbcb00e68f52a2885,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.5,5,sub_event_type,0.0694,803,0.3257,0.2887,0.9514,0.4430,26.48,0.3356,0.3704,1.0000,0.5405,0.3720,0.3264,1.0000,0.4921,0.8,1,0.1,1,5,5,0.05,1,0.8,0.8,0.5,5,sub_event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_0.5_4,ec215b454c074793aa7aa66ada5abe07,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.5,4,event_type,0.3508,41,0.2949,0.2695,1.0000,0.4245,26.48,0.3396,0.3704,1.0000,0.5405,0.3609,0.3264,1.0000,0.4921,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,0.5,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_0.5_4,6809b043aab04ce8938930835a695f28,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.5,4,event_type,0.0970,785,0.2804,0.2699,0.9957,0.4246,26.48,0.3601,0.3704,1.0000,0.5405,0.3419,0.3264,1.0000,0.4921,0.8,10,1,5,3,5,0.1,1,1.0,0.8,0.5,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_0.5_5,f37e37af403b49c6b7f98e7076210ea0,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.5,5,event_type,0.1103,41,0.3327,0.2796,0.9838,0.4355,26.48,0.3497,0.3704,1.0000,0.5405,0.3486,0.3302,1.0000,0.4965,1.0,10,1,3,3,1,0.1,0,1.0,1.0,0.5,5,event_type,23
acled_event_food_rain_conflict-text_seed-23_0.5_5,22263cbb96b44ca7bf779e51a0ab0d76,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.5,5,event_type,0.0633,785,0.3055,0.2744,1.0000,0.4307,26.48,0.4252,0.3704,1.0000,0.5405,0.3218,0.3264,1.0000,0.4921,0.6,1,1,3,5,0,0.1,5,0.6,1.0,0.5,5,event_type,23
acled_event_food_rain_all-text_seed-23_pca_0.5_4,e1e9eeeb02564377b430bc00633775c1,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.5,4,event_type,0.1151,67,0.3152,0.2702,0.9957,0.4250,26.48,0.3309,0.3704,1.0000,0.5405,0.3335,0.3264,1.0000,0.4921,1.0,10,2,3,7,1,0.1,1,0.6,0.6,0.5,4,event_type,23
acled_event_food_rain_all-text_seed-23_0.5_4,d80c2f767d274bbaaff8aa4baa0f8649,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.5,4,event_type,0.1997,785,0.3114,0.2995,0.8276,0.4399,26.48,0.3466,0.3619,0.9500,0.5241,0.3567,0.3324,0.8865,0.4836,0.6,1,0.1,1,5,5,0.03,5,1.0,1.0,0.5,4,event_type,23
acled_event_food_rain_all-text_seed-23_pca_0.5_5,f87edf4b91ce448da4440596caf8f2dc,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.5,5,event_type,0.0974,67,0.3255,0.2744,1.0000,0.4307,26.48,0.3243,0.3704,1.0000,0.5405,0.3254,0.3264,1.0000,0.4921,1.0,5,0,1,7,5,0.1,3,0.6,0.6,0.5,5,event_type,23
acled_event_food_rain_all-text_seed-23_0.5_5,a73452d5857143f39c94208d3d3d9c8b,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.5,5,event_type,0.1846,785,0.3284,0.2885,0.8947,0.4363,26.48,0.3539,0.3704,1.0000,0.5405,0.3603,0.3264,1.0000,0.4921,0.6,10,0.1,1,3,0,0.05,0,0.8,0.6,0.5,5,event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_0.75_4,4cb8a4d9d8314a49b286295df0dec11f,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.75,4,sub_event_type,0.3052,59,0.2761,0.2641,0.7524,0.3909,23.52,0.3701,0.3566,0.6800,0.4679,0.3052,0.2837,0.8860,0.4298,0.6,5,1,5,7,1,0.05,0,0.6,0.6,0.75,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_0.75_4,cdda934cab90419087dd282d5c172b9d,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.75,4,sub_event_type,0.1038,803,0.2706,0.2525,0.8592,0.3903,23.52,0.3674,0.3538,1.0000,0.5226,0.3044,0.2665,0.9561,0.4168,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,0.75,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_0.75_5,f68002fb67294a3ba75d62fe0f0c82f4,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.75,5,sub_event_type,0.1585,59,0.2943,0.2653,0.8349,0.4027,23.52,0.3531,0.3450,0.7867,0.4797,0.3235,0.2724,0.6930,0.3911,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,0.75,5,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_0.75_5,fc00534880ba451cb4c3fe34aca92d08,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.75,5,sub_event_type,0.3297,803,0.2909,0.2556,0.8440,0.3923,23.52,0.3656,0.3606,1.0000,0.5300,0.3267,0.2791,0.9474,0.4311,0.8,1,0,5,3,1,0.03,0,0.8,0.6,0.75,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_0.75_4,17fdf58a4a2c48bdb3a3b298ecdd9b79,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.75,4,sub_event_type,0.1001,85,0.2595,0.2387,1.0000,0.3854,23.52,0.3211,0.3472,1.0000,0.5155,0.3059,0.2639,1.0000,0.4176,0.8,5,1,1,3,5,0.05,3,0.6,1.0,0.75,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_0.75_4,51c726edd5e1496c91ae5c42f1865b60,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.75,4,sub_event_type,0.1913,803,0.2766,0.2560,0.8786,0.3965,23.52,0.3529,0.3505,1.0000,0.5190,0.2805,0.2654,0.9825,0.4179,0.6,10,2,1,7,0,0.05,0,0.8,1.0,0.75,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_0.75_5,7b183245f04e490fae7e9e9e24628a1e,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.75,5,sub_event_type,0.0345,85,0.2610,0.2422,1.0000,0.3900,23.52,0.3592,0.3472,1.0000,0.5155,0.3264,0.2639,1.0000,0.4176,0.6,5,2,5,7,0,0.1,1,0.6,0.6,0.75,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_0.75_5,a00657bd4a484db2af38445c62c73181,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.75,5,sub_event_type,0.1748,803,0.2711,0.2575,0.8624,0.3966,23.52,0.3788,0.3488,1.0000,0.5172,0.2998,0.2673,0.9825,0.4203,0.6,1,2,3,5,0,0.05,5,0.6,1.0,0.75,5,sub_event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_0.75_4,bfada065c7fd4064a6c79e260da57ab5,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.75,4,event_type,0.3031,41,0.2840,0.2393,1.0000,0.3861,23.52,0.3763,0.3483,0.9333,0.5072,0.2971,0.2662,0.9386,0.4147,1.0,10,2,1,7,5,0.03,5,0.8,1.0,0.75,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_0.75_4,2c3959e3123949ec83be960c4e8b2918,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.75,4,event_type,0.3985,785,0.2648,0.2650,0.7282,0.3886,23.52,0.3585,0.3622,0.6133,0.4554,0.2992,0.2876,0.5702,0.3824,0.6,10,2,5,3,1,0.05,5,0.6,0.8,0.75,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_0.75_5,1cff4c6f87d043be8185c0951174243b,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,0.75,5,event_type,0.1802,41,0.2838,0.2509,0.9358,0.3957,23.52,0.3498,0.3568,0.9467,0.5182,0.2863,0.2670,1.0000,0.4214,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.75,5,event_type,23
acled_event_food_rain_conflict-text_seed-23_0.75_5,73823b4788ca4fa1b61bfbef0444e70f,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,0.75,5,event_type,0.2958,785,0.2748,0.2571,0.8349,0.3931,23.52,0.3747,0.3770,0.9600,0.5414,0.2994,0.2644,0.9649,0.4151,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,0.75,5,event_type,23
acled_event_food_rain_all-text_seed-23_pca_0.75_4,4edb113064a345c8977c4657e763025f,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.75,4,event_type,0.0874,67,0.2674,0.2395,1.0000,0.3865,23.52,0.3361,0.3488,1.0000,0.5172,0.3292,0.2639,1.0000,0.4176,1.0,10,2,1,7,0,0.1,1,0.6,1.0,0.75,4,event_type,23
acled_event_food_rain_all-text_seed-23_0.75_4,782d162a793c4b2c9f9b261257b37d2c,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.75,4,event_type,0.1692,785,0.2710,0.2531,0.8981,0.3949,23.52,0.3450,0.3472,1.0000,0.5155,0.3252,0.2639,1.0000,0.4176,0.6,10,0.1,1,3,0,0.05,0,0.8,0.6,0.75,4,event_type,23
acled_event_food_rain_all-text_seed-23_pca_0.75_5,c5a4d60c10414108a9037b02d1f453c2,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,0.75,5,event_type,0.0625,67,0.2442,0.2422,1.0000,0.3900,23.52,0.3296,0.3472,1.0000,0.5155,0.2899,0.2639,1.0000,0.4176,0.6,5,2,5,5,0,0.1,5,0.6,1.0,0.75,5,event_type,23
acled_event_food_rain_all-text_seed-23_0.75_5,f5838fae04b74f50ac41147d0e2196cd,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,0.75,5,event_type,0.1971,785,0.2700,0.2435,0.9954,0.3913,23.52,0.3238,0.3472,1.0000,0.5155,0.3304,0.2639,1.0000,0.4176,0.6,10,2,1,3,5,0.03,1,0.6,0.8,0.75,5,event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_1_4,024456358aa448599f240d2fd65ddccb,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,1,4,sub_event_type,0.2891,59,0.2317,0.2091,0.7870,0.3304,19.26,0.3584,0.3032,0.7121,0.4253,0.3108,0.2603,0.6495,0.3717,1.0,1,0.1,5,3,0,0.03,0,0.8,0.6,1,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_1_4,a8f7a8b0b2e84fd8b5235a2e8ecd5759,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,1,4,sub_event_type,0.4201,803,0.2397,0.2122,0.7633,0.3320,19.26,0.3858,0.3182,0.8485,0.4628,0.2830,0.2421,0.9485,0.3857,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1,4,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_1_5,8770c32723964ff4a03c60a4b4ed05a3,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,1,5,sub_event_type,0.2479,59,0.2412,0.2159,0.8492,0.3443,19.26,0.3316,0.3077,0.7273,0.4324,0.3061,0.2689,0.6598,0.3821,1.0,1,1,5,3,0,0.05,3,1.0,0.8,1,5,sub_event_type,23
acled_sub_food_rain_conflict-text_seed-23_1_5,a7431896c5d441648b20cafad636ba6f,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,1,5,sub_event_type,0.0929,803,0.2407,0.1996,1.0000,0.3327,19.26,0.3650,0.3056,1.0000,0.4681,0.2831,0.2245,1.0000,0.3667,0.6,10,0,1,3,5,0.05,3,1.0,0.6,1,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_1_4,87c4a53d37284f54aea360132e4e6615,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,1,4,sub_event_type,0.0131,85,0.2234,0.1965,1.0000,0.3285,19.26,0.2882,0.3056,1.0000,0.4681,0.2852,0.2245,1.0000,0.3667,0.6,1,1,1,3,0,0.1,1,0.6,0.8,1,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_1_4,ec9514bd9a014c22bffed9a589720431,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,1,4,sub_event_type,0.3791,803,0.2194,0.2224,0.6923,0.3367,19.26,0.3257,0.3188,1.0000,0.4835,0.3064,0.2341,0.9897,0.3787,0.6,10,0,1,7,1,0.01,3,1.0,1.0,1,4,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_pca_1_5,38012dcd223c4c479c6a1431e3d13681,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,True,1,5,sub_event_type,0.0082,85,0.2168,0.1991,1.0000,0.3321,19.26,0.2882,0.3056,1.0000,0.4681,0.2852,0.2245,1.0000,0.3667,0.6,1,1,1,3,0,0.1,1,0.6,0.8,1,5,sub_event_type,23
acled_sub_food_rain_all-text_seed-23_1_5,3ac99fa445d5487e8309e152f6c18a16,acled_sub_food_rain_all-text_seed-23,True,True,True,True,True,False,False,1,5,sub_event_type,0.1585,803,0.2197,0.2036,0.9609,0.3359,19.26,0.3286,0.3056,1.0000,0.4681,0.3045,0.2245,1.0000,0.3667,0.6,10,0.1,1,7,0,0.03,0,0.8,1.0,1,5,sub_event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_1_4,e16036dd82cc4af1b2327307676ac93e,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,1,4,event_type,0.4104,41,0.2421,0.2781,0.4970,0.3567,19.26,0.3366,0.3043,0.4242,0.3544,0.3123,0.2886,0.5979,0.3893,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,1,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_1_4,548484f764fc4f688cee19d0d987acc0,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,1,4,event_type,0.4129,785,0.2350,0.2146,0.7811,0.3367,19.26,0.3866,0.3282,0.9697,0.4904,0.3201,0.2343,1.0000,0.3796,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1,4,event_type,23
acled_event_food_rain_conflict-text_seed-23_pca_1_5,622ee5d4fc0f4f65bf6ea216bc52fa07,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,1,5,event_type,0.3551,41,0.2444,0.2178,0.7374,0.3363,19.26,0.3176,0.3028,0.6515,0.4135,0.2876,0.2783,0.6598,0.3914,1.0,1,2,1,3,1,0.1,5,0.8,1.0,1,5,event_type,23
acled_event_food_rain_conflict-text_seed-23_1_5,c84829cfd98343fc89f770a6aff61eb4,acled_event_food_rain_conflict-text_seed-23,True,True,True,True,True,True,False,1,5,event_type,0.2182,785,0.2538,0.2019,0.9553,0.3333,19.26,0.3515,0.3037,0.9848,0.4643,0.2718,0.2256,1.0000,0.3681,0.6,10,2,5,3,1,0.05,5,0.6,0.8,1,5,event_type,23
acled_event_food_rain_all-text_seed-23_pca_1_4,a07b81ffcc68419d858a0e2364c77a1b,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,1,4,event_type,0.0237,67,0.2227,0.1956,1.0000,0.3272,19.26,0.2976,0.3056,1.0000,0.4681,0.2713,0.2245,1.0000,0.3667,0.6,5,2,5,7,0,0.1,1,0.6,0.6,1,4,event_type,23
acled_event_food_rain_all-text_seed-23_1_4,c506ada9d99a437cb39ee80f33094c50,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,1,4,event_type,0.2041,785,0.2221,0.2030,0.9763,0.3360,19.26,0.3606,0.3070,1.0000,0.4698,0.2767,0.2261,1.0000,0.3688,1.0,1,0,3,7,5,0.01,3,1.0,1.0,1,4,event_type,23
acled_event_food_rain_all-text_seed-23_pca_1_5,4bf1c9cbb00f4c6b908ad05072166375,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,True,1,5,event_type,0.0464,67,0.2175,0.2036,0.9609,0.3359,19.26,0.2900,0.3095,0.9848,0.4710,0.2567,0.2251,1.0000,0.3674,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,1,5,event_type,23
acled_event_food_rain_all-text_seed-23_1_5,675a173d60ab4d09b1a434ce8eb10206,acled_event_food_rain_all-text_seed-23,True,True,True,True,True,False,False,1,5,event_type,0.0313,785,0.2152,0.2045,0.9162,0.3344,19.26,0.2612,0.3056,1.0000,0.4681,0.2872,0.2245,1.0000,0.3667,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,1,5,event_type,23
acled_sub_food_rain_conflict-text_seed-23_pca_1.25_4,ef8575dd93f9412eb6ddfd2627a867c8,acled_sub_food_rain_conflict-text_seed-23,True,True,True,True,True,True,True,1.25,4,sub_event_type,0.3668,59,0.2383,0.2048,0.7368,0.3205,17.50,0.3387,0.3696,0.5484,0.4416,0.2983,0.2873,0.6118,0.3910,1.0,10,1,5,3,0,0.05,5,0.8,1.0,1.25,4,sub_event_type,23
