run_name,run_id,data_version,threshold_fix_applied,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col
acled_event_rain_text_all_pca_0.25_4,557cac75546546e3923dd0a8f3ee99ed,acled_event_rain_text_all,False,False,True,True,False,True,0.25,4,event_type,0.1276,61,0.4063,0.4213,1.0000,0.5928,0.3945,0.3704,1.0000,0.5405,0.8,10,1,5,7,1,0.1,3,1.0,1.0,0.25,4,event_type
acled_event_rain_text_all_0.25_4,410013ec5ed74c7483f7fee6cf703a2c,acled_event_rain_text_all,False,False,True,True,False,False,0.25,4,event_type,0.2153,779,0.3796,0.4213,1.0000,0.5928,0.4241,0.3704,1.0000,0.5405,1.0,1,0,3,7,5,0.01,3,1.0,1.0,0.25,4,event_type
acled_event_rain_text_all_pca_0.25_5,701c8861be0c426c8351e589f00f5198,acled_event_rain_text_all,False,False,True,True,False,True,0.25,5,event_type,0.0439,61,0.3895,0.4213,1.0000,0.5928,0.3697,0.3704,1.0000,0.5405,0.8,1,0.1,3,5,5,0.05,1,1.0,0.8,0.25,5,event_type
acled_event_rain_text_all_0.25_5,e984aba577a4431681e4f65f9a3e8f5e,acled_event_rain_text_all,False,False,True,True,False,False,0.25,5,event_type,0.0675,779,0.4257,0.4213,1.0000,0.5928,0.4117,0.3704,1.0000,0.5405,0.8,10,0.1,1,5,0,0.05,1,1.0,0.8,0.25,5,event_type
acled_sub_rain_text_conflict_pca_0.5_4,b6de5d62b9324d7c8d8109d0eb523cf3,acled_sub_rain_text_conflict,False,False,True,True,True,True,0.5,4,sub_event_type,0.1068,53,0.3669,0.3726,0.9875,0.5411,0.3462,0.3341,1.0000,0.5009,0.6,1,1,3,5,0,0.1,5,0.6,1.0,0.5,4,sub_event_type
acled_sub_rain_text_conflict_0.5_4,771a3b1ad59e461490753a0388872ff3,acled_sub_rain_text_conflict,False,False,True,True,True,False,0.5,4,sub_event_type,0.0703,797,0.3493,0.3704,1.0000,0.5405,0.3345,0.3271,1.0000,0.4930,0.6,5,2,5,7,0,0.1,1,0.6,0.6,0.5,4,sub_event_type
acled_sub_rain_text_conflict_pca_0.5_5,a0de3ab8c4bb421d9ab46a4f64feee77,acled_sub_rain_text_conflict,False,False,True,True,True,True,0.5,5,sub_event_type,0.2108,53,0.3471,0.3497,0.7125,0.4691,0.3463,0.3469,0.6667,0.4563,0.8,1,1,3,3,1,0.1,3,1.0,0.6,0.5,5,sub_event_type
acled_sub_rain_text_conflict_0.5_5,9315e3be1a544f84becf9cc164e5d578,acled_sub_rain_text_conflict,False,False,True,True,True,False,0.5,5,sub_event_type,0.1656,797,0.3776,0.3721,1.0000,0.5424,0.3610,0.3264,1.0000,0.4921,0.8,5,2,5,7,5,0.05,5,1.0,0.6,0.5,5,sub_event_type
acled_sub_rain_text_all_pca_0.5_4,f02193f21dd348a497d1870d3aa67d03,acled_sub_rain_text_all,False,False,True,True,False,True,0.5,4,sub_event_type,0.0712,79,0.3145,0.3704,1.0000,0.5405,0.3401,0.3264,1.0000,0.4921,0.6,1,1,1,3,1,0.05,3,0.8,0.8,0.5,4,sub_event_type
acled_sub_rain_text_all_0.5_4,07465297e3374b25910a4d6020f4dee7,acled_sub_rain_text_all,False,False,True,True,False,False,0.5,4,sub_event_type,0.2491,797,0.3024,0.3674,0.9875,0.5356,0.3672,0.3262,0.9716,0.4884,0.6,10,2,5,5,1,0.05,1,0.8,0.6,0.5,4,sub_event_type
acled_sub_rain_text_all_pca_0.5_5,666c67774173463480d85481186f2132,acled_sub_rain_text_all,False,False,True,True,False,True,0.5,5,sub_event_type,0.0221,79,0.3266,0.3704,1.0000,0.5405,0.3503,0.3264,1.0000,0.4921,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,5,sub_event_type
acled_sub_rain_text_all_0.5_5,e71ea6e3735a4b79a402b5606b099413,acled_sub_rain_text_all,False,False,True,True,False,False,0.5,5,sub_event_type,0.0216,797,0.3217,0.3704,1.0000,0.5405,0.3546,0.3264,1.0000,0.4921,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,5,sub_event_type
acled_event_rain_text_conflict_pca_0.5_4,1ec1a15f9f2f4bf780b07c2da2b996d3,acled_event_rain_text_conflict,False,False,True,True,True,True,0.5,4,event_type,0.3096,35,0.3492,0.4010,0.9625,0.5662,0.3737,0.3472,0.8865,0.4990,0.6,10,1,3,7,1,0.05,5,0.6,1.0,0.5,4,event_type
acled_event_rain_text_conflict_0.5_4,08276a0bdedb47f6adc02e1a731a8265,acled_event_rain_text_conflict,False,False,True,True,True,False,0.5,4,event_type,0.2902,779,0.3728,0.3807,0.9375,0.5415,0.3462,0.3342,0.9362,0.4925,0.6,10,1,5,7,5,0.1,5,0.6,0.6,0.5,4,event_type
acled_event_rain_text_conflict_pca_0.5_5,770fec06119f44ba94217e4ec51d0b55,acled_event_rain_text_conflict,False,False,True,True,True,True,0.5,5,event_type,0.3173,35,0.3492,0.3978,0.9250,0.5564,0.3737,0.3421,0.8298,0.4845,0.6,10,1,3,7,1,0.05,5,0.6,1.0,0.5,5,event_type
acled_event_rain_text_conflict_0.5_5,1b99bcb2e88d4fee8ece1970ef406cd8,acled_event_rain_text_conflict,False,False,True,True,True,False,0.5,5,event_type,0.1998,779,0.3728,0.3750,0.9750,0.5417,0.3265,0.3237,0.9574,0.4839,0.6,10,2,1,7,0,0.05,0,0.8,1.0,0.5,5,event_type
acled_event_rain_text_all_pca_0.5_4,6789cf0d8eaa4b61b692267116ac4ab1,acled_event_rain_text_all,False,False,True,True,False,True,0.5,4,event_type,0.2153,61,0.3298,0.3554,0.7375,0.4797,0.3367,0.3359,0.6099,0.4332,0.6,1,1,1,3,0,0.1,1,0.6,0.8,0.5,4,event_type
acled_event_rain_text_all_0.5_4,17f0c991368b48b5b0a6352c79f818f6,acled_event_rain_text_all,False,False,True,True,False,False,0.5,4,event_type,0.1744,779,0.3373,0.3756,0.9625,0.5404,0.3372,0.3307,0.8794,0.4806,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.5,4,event_type
acled_event_rain_text_all_pca_0.5_5,62947c3ed4e94df88899e613b3622c88,acled_event_rain_text_all,False,False,True,True,False,True,0.5,5,event_type,0.0519,61,0.3182,0.3704,1.0000,0.5405,0.3287,0.3264,1.0000,0.4921,0.8,1,0.1,1,5,5,0.05,1,0.8,0.8,0.5,5,event_type
acled_event_rain_text_all_0.5_5,2dd259e6233540c9831b48c947ea983d,acled_event_rain_text_all,False,False,True,True,False,False,0.5,5,event_type,0.3450,779,0.3622,0.3704,1.0000,0.5405,0.3614,0.3264,1.0000,0.4921,0.6,10,0.1,5,5,5,0.01,1,0.6,0.8,0.5,5,event_type
acled_sub_rain_text_conflict_pca_1_4,0e1bdc89e5cb4204b6f9b8dc99b8d8eb,acled_sub_rain_text_conflict,False,False,True,True,True,True,1,4,sub_event_type,0.3752,53,0.3392,0.3165,0.6667,0.4293,0.3250,0.2717,0.7113,0.3932,0.6,10,2,5,3,1,0.05,5,0.6,0.8,1,4,sub_event_type
acled_sub_rain_text_conflict_1_4,06a7d74a35ce4a07adb7df1f7170c5d3,acled_sub_rain_text_conflict,False,False,True,True,True,False,1,4,sub_event_type,0.1042,797,0.3838,0.3056,1.0000,0.4681,0.3228,0.2245,1.0000,0.3667,0.8,1,0,5,3,5,0.05,0,0.6,0.8,1,4,sub_event_type
acled_sub_rain_text_conflict_pca_1_5,465469128dc747c6af4ef265104e9568,acled_sub_rain_text_conflict,False,False,True,True,True,True,1,5,sub_event_type,0.2588,53,0.3340,0.3128,1.0000,0.4765,0.2924,0.2286,0.9897,0.3714,0.6,10,0.1,3,3,1,0.03,1,1.0,0.6,1,5,sub_event_type
acled_sub_rain_text_conflict_1_5,bc3741862f0942c19e02896d7a3a1d60,acled_sub_rain_text_conflict,False,False,True,True,True,False,1,5,sub_event_type,0.0855,797,0.3437,0.2944,0.8788,0.4411,0.2885,0.2356,0.8041,0.3645,0.8,1,2,1,3,5,0.1,1,0.8,0.8,1,5,sub_event_type
acled_sub_rain_text_all_pca_1_4,58e67abc279c42ba887d5cda79bc3152,acled_sub_rain_text_all,False,False,True,True,False,True,1,4,sub_event_type,0.0859,79,0.2850,0.3056,1.0000,0.4681,0.2997,0.2245,1.0000,0.3667,0.8,5,1,3,5,1,0.05,0,0.6,0.6,1,4,sub_event_type
acled_sub_rain_text_all_1_4,c693190e3ce548e699cbea4b38f77863,acled_sub_rain_text_all,False,False,True,True,False,False,1,4,sub_event_type,0.3863,797,0.3119,0.3214,0.9545,0.4809,0.3018,0.2341,0.9485,0.3755,0.6,10,0,1,7,1,0.01,3,1.0,1.0,1,4,sub_event_type
acled_sub_rain_text_all_pca_1_5,08bca4161f9548c585667567b3b7c316,acled_sub_rain_text_all,False,False,True,True,False,True,1,5,sub_event_type,0.0358,79,0.2917,0.3056,1.0000,0.4681,0.2422,0.2245,1.0000,0.3667,0.6,10,1,1,5,5,0.1,1,0.6,0.8,1,5,sub_event_type
acled_sub_rain_text_all_1_5,f2715be4bf01475b8a6da07b588e98c3,acled_sub_rain_text_all,False,False,True,True,False,False,1,5,sub_event_type,0.0677,797,0.3342,0.3056,1.0000,0.4681,0.2794,0.2245,1.0000,0.3667,1.0,5,0,1,7,5,0.1,3,0.6,0.6,1,5,sub_event_type
acled_event_rain_text_conflict_pca_1_4,9dda42e4a315443199636471198fc602,acled_event_rain_text_conflict,False,False,True,True,True,True,1,4,event_type,0.3948,35,0.3139,0.2886,0.6515,0.4000,0.3284,0.2771,0.6598,0.3902,0.8,1,0,5,5,1,0.01,5,0.6,1.0,1,4,event_type
acled_event_rain_text_conflict_1_4,1c4e507417d14b1e857fd038848523b6,acled_event_rain_text_conflict,False,False,True,True,True,False,1,4,event_type,0.4433,779,0.3754,0.3439,0.8182,0.4843,0.3402,0.2508,0.8247,0.3846,0.6,10,2,5,3,0,0.01,1,0.6,0.8,1,4,event_type
acled_event_rain_text_conflict_pca_1_5,a6323310d59b44b78c98e20ff034d325,acled_event_rain_text_conflict,False,False,True,True,True,True,1,5,event_type,0.3270,35,0.3064,0.3038,0.7273,0.4286,0.3380,0.2493,0.8969,0.3901,0.8,10,2,1,5,0,0.03,3,0.6,0.6,1,5,event_type
acled_event_rain_text_conflict_1_5,31c8e8e3067a4df494abb79f9b56540c,acled_event_rain_text_conflict,False,False,True,True,True,False,1,5,event_type,0.2957,779,0.3623,0.3099,1.0000,0.4731,0.3014,0.2261,1.0000,0.3688,0.6,10,2,1,3,5,0.03,1,0.6,0.8,1,5,event_type
acled_event_rain_text_all_pca_1_4,e104370a87b1489aabdf6af908bb6cb1,acled_event_rain_text_all,False,False,True,True,False,True,1,4,event_type,0.0227,61,0.2687,0.3056,1.0000,0.4681,0.2595,0.2245,1.0000,0.3667,0.6,1,0,3,3,1,0.1,0,0.8,1.0,1,4,event_type
acled_event_rain_text_all_1_4,6e61e8aa54064a0b94c28ca407f09917,acled_event_rain_text_all,False,False,True,True,False,False,1,4,event_type,0.1513,779,0.2871,0.3128,1.0000,0.4765,0.2671,0.2235,0.9794,0.3640,0.6,5,2,1,5,1,0.05,1,0.6,0.6,1,4,event_type
acled_event_rain_text_all_pca_1_5,0f3fcc78a72a48e6b041e77772f57a31,acled_event_rain_text_all,False,False,True,True,False,True,1,5,event_type,0.3594,61,0.2988,0.3056,1.0000,0.4681,0.2754,0.2245,1.0000,0.3667,0.6,1,0,1,3,1,0.01,1,0.6,1.0,1,5,event_type
acled_event_rain_text_all_1_5,479218c038f54baeab549dc8dc3760ca,acled_event_rain_text_all,False,False,True,True,False,False,1,5,event_type,0.0640,779,0.2794,0.3084,1.0000,0.4714,0.2703,0.2201,0.9485,0.3573,0.6,1,1,1,3,0,0.1,1,0.6,0.8,1,5,event_type
acled_sub_rain_0.25_4,4d5cd08941a44b7e8e621953901b9b0e,acled_sub_rain,False,False,True,False,False,False,0.25,4,sub_event_type,0.1447,28,0.4276,0.4213,1.0000,0.5928,0.4163,0.3704,1.0000,0.5405,1.0,1,1,5,7,5,0.1,1,0.6,0.6,0.25,4,sub_event_type
acled_sub_rain_0.25_5,ba2b449dfcaf4bf895b3a1209efe7060,acled_sub_rain,False,False,True,False,False,False,0.25,5,sub_event_type,0.0735,28,0.4417,0.4213,1.0000,0.5928,0.4214,0.3689,0.9938,0.5381,0.6,1,1,1,3,0,0.1,1,0.6,0.8,0.25,5,sub_event_type
acled_event_rain_0.25_4,97e3d740da654def93b8db5f02b85568,acled_event_rain,False,False,True,False,False,False,0.25,4,event_type,0.2902,10,0.3878,0.4213,1.0000,0.5928,0.3980,0.3704,1.0000,0.5405,1.0,5,0,5,5,1,0.1,3,1.0,0.8,0.25,4,event_type
acled_event_rain_0.25_5,90b0415b9dc14a7688244ae0ad7bda88,acled_event_rain,False,False,True,False,False,False,0.25,5,event_type,0.3842,10,0.3953,0.4175,0.8901,0.5684,0.3864,0.3658,0.8688,0.5148,1.0,5,0,1,7,5,0.1,3,0.6,0.6,0.25,5,event_type
acled_sub_rain_0.5_4,b6bccb76897c4eeb9b931299cb6a9c07,acled_sub_rain,False,False,True,False,False,False,0.5,4,sub_event_type,0.3877,28,0.3372,0.3592,0.6375,0.4595,0.3890,0.3565,0.5816,0.4420,0.8,10,1,3,3,0,0.1,5,1.0,0.8,0.5,4,sub_event_type
acled_sub_rain_0.5_5,d168bb68708f4c5c8eaf6cd25f29b629,acled_sub_rain,False,False,True,False,False,False,0.5,5,sub_event_type,0.3687,28,0.3346,0.3497,0.7125,0.4691,0.3738,0.3284,0.6312,0.4320,0.6,10,1,3,7,1,0.05,5,0.6,1.0,0.5,5,sub_event_type
acled_event_rain_0.5_4,a92a9a0b607c448da46d0262351e9db3,acled_event_rain,False,False,True,False,False,False,0.5,4,event_type,0.3908,10,0.3145,0.3403,0.6125,0.4375,0.3882,0.3699,0.5745,0.4500,0.6,1,0.1,1,5,5,0.03,5,1.0,1.0,0.5,4,event_type
acled_event_rain_0.5_5,c3986b91eee342058f290391589a0080,acled_event_rain,False,False,True,False,False,False,0.5,5,event_type,0.3821,10,0.3191,0.3595,0.6875,0.4721,0.4033,0.3559,0.5957,0.4456,0.8,10,1,3,3,0,0.1,5,1.0,0.8,0.5,5,event_type
acled_sub_rain_1_4,c92e2bcde8de494388380bd7906e5c10,acled_sub_rain,False,False,True,False,False,False,1,4,sub_event_type,0.3869,28,0.2983,0.2977,0.5909,0.3959,0.3245,0.2864,0.6082,0.3894,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1,4,sub_event_type
acled_sub_rain_1_5,8feccb5659f2435baf6b0d372e2c6e37,acled_sub_rain,False,False,True,False,False,False,1,5,sub_event_type,0.3228,28,0.3055,0.3158,0.7273,0.4404,0.3248,0.2716,0.6495,0.3830,0.8,10,1,3,3,0,0.1,5,1.0,0.8,1,5,sub_event_type
acled_event_rain_1_4,077bd478960645dda21b42baad9d2b1b,acled_event_rain,False,False,True,False,False,False,1,4,event_type,0.3458,10,0.2867,0.3007,0.6515,0.4115,0.3660,0.2851,0.6495,0.3962,0.8,1,0,5,3,5,0.05,0,0.6,0.8,1,4,event_type
acled_event_rain_1_5,364e5096d9f343cf9662fbed3db7199a,acled_event_rain,False,False,True,False,False,False,1,5,event_type,0.3604,10,0.3154,0.3063,0.7424,0.4336,0.3663,0.2567,0.6907,0.3743,0.6,10,2,1,3,5,0.03,1,0.6,0.8,1,5,event_type
acled_sub_text_conflict_pca_0.25_4,018ffb674a1c488cb30b961d89e01df3,acled_sub_text_conflict,False,False,False,True,True,True,0.25,4,sub_event_type,0.2711,52,0.4563,0.4479,0.8022,0.5748,0.3669,0.3725,0.8125,0.5108,0.6,5,2,5,7,0,0.1,1,0.6,0.6,0.25,4,sub_event_type
acled_sub_text_conflict_0.25_4,6e1ab4f72b8c48408673b64418d1723d,acled_sub_text_conflict,False,False,False,True,True,False,0.25,4,sub_event_type,0.4002,796,0.4763,0.4225,0.9890,0.5921,0.3953,0.3698,0.9938,0.5390,1.0,10,2,3,7,1,0.01,1,0.6,0.6,0.25,4,sub_event_type
acled_sub_text_conflict_pca_0.25_5,54acee591c764415994721cf7a075405,acled_sub_text_conflict,False,False,False,True,True,True,0.25,5,sub_event_type,0.3664,52,0.4317,0.4213,1.0000,0.5928,0.3988,0.3704,1.0000,0.5405,1.0,10,0.1,3,7,1,0.01,1,0.6,1.0,0.25,5,sub_event_type
acled_sub_text_conflict_0.25_5,7110bcf3acc64b21811ad47db0982dcf,acled_sub_text_conflict,False,False,False,True,True,False,0.25,5,sub_event_type,0.1673,796,0.4217,0.4213,1.0000,0.5928,0.3857,0.3704,1.0000,0.5405,1.0,5,0,1,7,5,0.1,3,0.6,0.6,0.25,5,sub_event_type
acled_sub_text_all_pca_0.25_4,f39d182b63414e28902a2ea9d2c49c00,acled_sub_text_all,False,False,False,True,False,True,0.25,4,sub_event_type,0.2369,78,0.3853,0.4213,1.0000,0.5928,0.4009,0.3704,1.0000,0.5405,1.0,1,1,5,5,5,0.01,0,1.0,1.0,0.25,4,sub_event_type
acled_sub_text_all_0.25_4,dc09b93382f449cdb6de09431646d82a,acled_sub_text_all,False,False,False,True,False,False,0.25,4,sub_event_type,0.2403,796,0.4069,0.4213,1.0000,0.5928,0.4460,0.3704,1.0000,0.5405,1.0,1,1,5,5,5,0.01,0,1.0,1.0,0.25,4,sub_event_type
acled_sub_text_all_pca_0.25_5,fbaeb65a949146119be09f41f1215e3e,acled_sub_text_all,False,False,False,True,False,True,0.25,5,sub_event_type,0.0346,78,0.4293,0.4213,1.0000,0.5928,0.3967,0.3704,1.0000,0.5405,1.0,10,1,3,3,1,0.1,0,1.0,1.0,0.25,5,sub_event_type
acled_sub_text_all_0.25_5,1c41430de02049518bc704edd6983b59,acled_sub_text_all,False,False,False,True,False,False,0.25,5,sub_event_type,0.3384,796,0.3875,0.4213,1.0000,0.5928,0.3932,0.3704,1.0000,0.5405,0.6,1,1,3,7,1,0.01,3,0.8,0.6,0.25,5,sub_event_type
acled_event_text_conflict_pca_0.25_4,ea5a2bace091461f97da74677a822051,acled_event_text_conflict,False,False,False,True,True,True,0.25,4,event_type,0.3416,34,0.4650,0.4272,1.0000,0.5987,0.3915,0.3721,1.0000,0.5424,0.6,10,0.1,3,3,1,0.03,1,1.0,0.6,0.25,4,event_type
acled_event_text_conflict_0.25_4,b81c344378a642bba1dd4ecd62f38721,acled_event_text_conflict,False,False,False,True,True,False,0.25,4,event_type,0.2825,778,0.4888,0.4233,1.0000,0.5948,0.3864,0.3703,0.9812,0.5377,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,0.25,4,event_type
acled_event_text_conflict_pca_0.25_5,4167764d6bc743ea901e9b76ab724c14,acled_event_text_conflict,False,False,False,True,True,True,0.25,5,event_type,0.3049,34,0.4640,0.4456,0.9451,0.6056,0.4028,0.3944,0.8875,0.5462,0.8,10,1,5,7,1,0.1,3,1.0,1.0,0.25,5,event_type
acled_event_text_conflict_0.25_5,a82349d46bb144bdabf9ebf29eff0b88,acled_event_text_conflict,False,False,False,True,True,False,0.25,5,event_type,0.0605,778,0.4183,0.4213,1.0000,0.5928,0.3812,0.3730,1.0000,0.5433,0.6,1,1,1,3,0,0.1,1,0.6,0.8,0.25,5,event_type
acled_event_text_all_pca_0.25_4,6fdb5d7a272a45fb8217d7bf04db4506,acled_event_text_all,False,False,False,True,False,True,0.25,4,event_type,0.1599,60,0.4097,0.4213,1.0000,0.5928,0.3679,0.3704,1.0000,0.5405,1.0,5,0,5,5,1,0.1,3,1.0,0.8,0.25,4,event_type
acled_event_text_all_0.25_4,7b1620cb11804aeeb03d7a5d8ed9a251,acled_event_text_all,False,False,False,True,False,False,0.25,4,event_type,0.2403,778,0.4057,0.4213,1.0000,0.5928,0.4498,0.3704,1.0000,0.5405,1.0,1,1,5,5,5,0.01,0,1.0,1.0,0.25,4,event_type
acled_event_text_all_pca_0.25_5,f163bee9134f45a2b59e9691d84fd951,acled_event_text_all,False,False,False,True,False,True,0.25,5,event_type,0.0168,60,0.4252,0.4213,1.0000,0.5928,0.3748,0.3704,1.0000,0.5405,1.0,5,0,3,3,0,0.1,1,1.0,0.8,0.25,5,event_type
acled_event_text_all_0.25_5,b18fec7741c3400b8ed55e2227ef0d25,acled_event_text_all,False,False,False,True,False,False,0.25,5,event_type,0.1224,778,0.4150,0.4213,1.0000,0.5928,0.3871,0.3704,1.0000,0.5405,0.6,1,0,3,5,5,0.03,5,0.8,0.8,0.25,5,event_type
acled_sub_text_conflict_pca_0.5_4,030e55aeacba45dcbbb06081c5d6d28f,acled_sub_text_conflict,False,False,False,True,True,True,0.5,4,sub_event_type,0.2769,52,0.3936,0.3693,0.8125,0.5078,0.3600,0.3322,0.6809,0.4465,0.6,5,1,5,7,1,0.05,0,0.6,0.6,0.5,4,sub_event_type
acled_sub_text_conflict_0.5_4,464ebed37a8d4cf4a11849b976a4700b,acled_sub_text_conflict,False,False,False,True,True,False,0.5,4,sub_event_type,0.3531,796,0.4424,0.3704,1.0000,0.5405,0.3808,0.3264,1.0000,0.4921,0.6,10,2,5,3,0,0.01,1,0.6,0.8,0.5,4,sub_event_type
acled_sub_text_conflict_pca_0.5_5,62a8cc7a45ca40a3af0e91227ca4288f,acled_sub_text_conflict,False,False,False,True,True,True,0.5,5,sub_event_type,0.1407,52,0.3987,0.3695,0.9375,0.5300,0.3691,0.3333,0.8865,0.4845,0.8,1,2,1,3,5,0.1,1,0.8,0.8,0.5,5,sub_event_type
acled_sub_text_conflict_0.5_5,ef61c3171fb5430ba8bf35946f0b28a0,acled_sub_text_conflict,False,False,False,True,True,False,0.5,5,sub_event_type,0.3118,796,0.3943,0.3631,0.8125,0.5019,0.3528,0.3499,0.8511,0.4959,0.6,10,0,5,7,0,0.05,5,1.0,1.0,0.5,5,sub_event_type
acled_sub_text_all_pca_0.5_4,b0ea39097e464d2899aa782af67b6569,acled_sub_text_all,False,False,False,True,False,True,0.5,4,sub_event_type,0.0410,78,0.3284,0.3704,1.0000,0.5405,0.3562,0.3271,1.0000,0.4930,0.6,1,2,5,3,0,0.1,3,1.0,0.8,0.5,4,sub_event_type
acled_sub_text_all_0.5_4,79600565ce564fc7aacabb5b7820c7f3,acled_sub_text_all,False,False,False,True,False,False,0.5,4,sub_event_type,0.2089,796,0.3443,0.3689,0.9500,0.5315,0.3688,0.3309,0.9787,0.4946,0.6,10,1,5,7,5,0.1,5,0.6,0.6,0.5,4,sub_event_type
acled_sub_text_all_pca_0.5_5,9cbd3a020a6247cab8a9f77492e0d163,acled_sub_text_all,False,False,False,True,False,True,0.5,5,sub_event_type,0.2526,78,0.3231,0.3704,1.0000,0.5405,0.3434,0.3264,1.0000,0.4921,1.0,1,1,5,3,5,0.01,1,0.8,0.6,0.5,5,sub_event_type
acled_sub_text_all_0.5_5,cf02a8e152134061a821764b3727b860,acled_sub_text_all,False,False,False,True,False,False,0.5,5,sub_event_type,0.3827,796,0.3419,0.3814,0.9250,0.5401,0.3305,0.3373,0.8085,0.4760,1.0,10,2,1,7,0,0.01,3,1.0,0.8,0.5,5,sub_event_type
acled_event_text_conflict_pca_0.5_4,a91552a13fd54dfaaaf8c46c5af18615,acled_event_text_conflict,False,False,False,True,True,True,0.5,4,event_type,0.2955,34,0.4216,0.4134,0.9250,0.5714,0.3899,0.3608,0.9007,0.5152,0.6,5,2,1,5,1,0.05,1,0.6,0.6,0.5,4,event_type
acled_event_text_conflict_0.5_4,f5a2b3c129c14f20ab3859a2a38a555c,acled_event_text_conflict,False,False,False,True,True,False,0.5,4,event_type,0.2340,778,0.4403,0.3709,0.9875,0.5392,0.3462,0.3263,0.9858,0.4903,0.6,5,0,5,5,5,0.03,3,1.0,0.8,0.5,4,event_type
acled_event_text_conflict_pca_0.5_5,c60272c09f5a4e25a6207fd7546ce63f,acled_event_text_conflict,False,False,False,True,True,True,0.5,5,event_type,0.3026,34,0.3595,0.3511,0.8250,0.4925,0.3430,0.3244,0.6879,0.4409,1.0,1,0,3,7,5,0.01,3,1.0,1.0,0.5,5,event_type
acled_event_text_conflict_0.5_5,01f137b7e96142fea4a2a6c135e8a78c,acled_event_text_conflict,False,False,False,True,True,False,0.5,5,event_type,0.2757,778,0.3876,0.3777,0.8875,0.5299,0.3892,0.3636,0.8794,0.5145,0.8,10,1,5,7,1,0.1,3,0.6,0.8,0.5,5,event_type
acled_event_text_all_pca_0.5_4,bb0c0f02f87d4bfead8bc921d7527104,acled_event_text_all,False,False,False,True,False,True,0.5,4,event_type,0.0678,60,0.3589,0.3704,1.0000,0.5405,0.3795,0.3264,1.0000,0.4921,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.5,4,event_type
acled_event_text_all_0.5_4,b5fb0dc7ffb2494190d7d0587ef2a947,acled_event_text_all,False,False,False,True,False,False,0.5,4,event_type,0.3584,778,0.3942,0.3704,1.0000,0.5405,0.3348,0.3264,1.0000,0.4921,0.6,1,0,1,3,1,0.01,1,0.6,1.0,0.5,4,event_type
acled_event_text_all_pca_0.5_5,057f7795ac6540fcb9e8e89b584daad1,acled_event_text_all,False,False,False,True,False,True,0.5,5,event_type,0.0305,60,0.3489,0.3704,1.0000,0.5405,0.3621,0.3264,1.0000,0.4921,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,0.5,5,event_type
acled_event_text_all_0.5_5,7d8697a86c544763a97777f2704d33c3,acled_event_text_all,False,False,False,True,False,False,0.5,5,event_type,0.1085,778,0.3423,0.3791,1.0000,0.5498,0.3806,0.3287,1.0000,0.4947,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.5,5,event_type
acled_sub_text_conflict_pca_1_4,4e4747bb619249599985ad0e884f28fe,acled_sub_text_conflict,False,False,False,True,True,True,1,4,sub_event_type,0.4048,52,0.3694,0.3500,0.9545,0.5122,0.3042,0.2409,0.9588,0.3851,0.6,10,0.1,5,5,5,0.01,1,0.6,0.8,1,4,sub_event_type
acled_sub_text_conflict_1_4,5430bf6c9c5d43ac9335e0d35c7684da,acled_sub_text_conflict,False,False,False,True,True,False,1,4,sub_event_type,0.3938,796,0.3824,0.3249,0.9697,0.4867,0.2936,0.2372,1.0000,0.3834,0.8,10,0.1,3,3,5,0.01,3,1.0,0.8,1,4,sub_event_type
acled_sub_text_conflict_pca_1_5,9de9e9d9b52e4d5d8c36049da7a236e8,acled_sub_text_conflict,False,False,False,True,True,True,1,5,sub_event_type,0.2238,52,0.3637,0.3143,0.6667,0.4272,0.3189,0.2735,0.6598,0.3867,1.0,5,0,1,7,5,0.1,3,0.6,0.6,1,5,sub_event_type
acled_sub_text_conflict_1_5,238dd681bc85496c9202ed5d1f7a57f7,acled_sub_text_conflict,False,False,False,True,True,False,1,5,sub_event_type,0.0359,796,0.3597,0.3056,1.0000,0.4681,0.2951,0.2261,1.0000,0.3688,0.6,1,2,5,3,0,0.1,3,1.0,0.8,1,5,sub_event_type
acled_sub_text_all_pca_1_4,48a70487cc034fcaaef848987b19943b,acled_sub_text_all,False,False,False,True,False,True,1,4,sub_event_type,0.0448,78,0.2817,0.3056,1.0000,0.4681,0.2835,0.2245,1.0000,0.3667,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,1,4,sub_event_type
