run_name,run_id,data_version,threshold_fix_applied,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,train_cv_aupr,train_cv_f1,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col,price_recency
acled_sub_food_rain_threshold_change_1.25_4,36c0057a722a4d34ad1ff5ca410ce569,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.25,4,sub_event_type,0.2752,31,0.2393,0.3541,0.3491,0.3333,0.5645,0.4192,0.3177,0.255,0.6,0.3579,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,1.25,4,sub_event_type,FALSE
acled_sub_food_rain_threshold_change_1.25_5,dba15841569440eead6de3319bf57d82,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.25,5,sub_event_type,0.3582,31,0.253,0.3565,0.344,0.3271,0.5645,0.4142,0.3335,0.2587,0.6118,0.3636,0.8,10,1,3,3,0,0.1,5,1,0.8,1.25,5,sub_event_type,FALSE
acled_event_food_rain_threshold_change_1.25_4,3a6ce57f0a314c80877d9ddfc7b97721,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.25,4,event_type,0.3283,13,0.2386,0.3523,0.3119,0.2857,0.5806,0.383,0.3322,0.2343,0.6588,0.3457,0.6,1,0,5,7,0,0.03,5,0.8,0.6,1.25,4,event_type,FALSE
acled_event_food_rain_threshold_change_1.25_5,0cbf2ff4bdcf462daa56b491e7d13252,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.25,5,event_type,0.4356,13,0.2593,0.3651,0.3216,0.3107,0.5161,0.3879,0.3387,0.2565,0.5765,0.3551,0.6,10,0.1,3,3,1,0.03,1,1,0.6,1.25,5,event_type,FALSE
acled_sub_food_rain_threshold_change_1.5_4,0d09373ac78d41a299b06d4c8216b1a5,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.5,4,sub_event_type,0.2363,31,0.215,0.308,0.2967,0.28,0.5283,0.366,0.2419,0.2011,0.5362,0.2925,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,1.5,4,sub_event_type,FALSE
acled_sub_food_rain_threshold_change_1.5_5,4b776c5f9a8447248be893772ed7787a,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.5,5,sub_event_type,0.4736,31,0.2256,0.3391,0.3242,0.2842,0.5094,0.3649,0.2345,0.2344,0.4348,0.3046,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,1.5,5,sub_event_type,FALSE
acled_event_food_rain_threshold_change_1.5_4,541e9dd99d764af2a662daca21e52077,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.5,4,event_type,0.5084,13,0.2185,0.3333,0.2962,0.2632,0.283,0.2727,0.2564,0.2857,0.3478,0.3137,0.8,5,1,3,3,1,0.01,5,1,0.6,1.5,4,event_type,FALSE
acled_event_food_rain_threshold_change_1.5_5,f25125a0a94645ae90a3307eefc51999,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.5,5,event_type,0.4694,13,0.2297,0.3309,0.3144,0.2809,0.4717,0.3521,0.2659,0.203,0.5942,0.3026,1,10,2,3,7,1,0.01,1,0.6,0.6,1.5,5,event_type,FALSE
acled_sub_food_rain_threshold_change_1.6_4,bb540dda7d754d4c81960487fe4015e6,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.6,4,sub_event_type,0.4706,31,0.2198,0.335,0.3429,0.2857,0.3846,0.3279,0.2243,0.2069,0.3871,0.2697,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1.6,4,sub_event_type,FALSE
acled_sub_food_rain_threshold_change_1.6_5,836d281678964d8494564ac80cd000e6,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.6,5,sub_event_type,0.4614,31,0.2338,0.3587,0.3193,0.3103,0.5192,0.3885,0.2243,0.1899,0.4839,0.2727,0.8,5,1,3,3,1,0.01,5,1,0.6,1.6,5,sub_event_type,FALSE
acled_event_food_rain_threshold_change_1.6_4,f8b35e29f652412f9661acce336db3b5,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.6,4,event_type,0.4288,13,0.2194,0.3518,0.2871,0.253,0.4038,0.3111,0.2695,0.1804,0.5645,0.2734,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1.6,4,event_type,FALSE
acled_event_food_rain_threshold_change_1.6_5,a28df334e42543869cc9d0eaf4dc353d,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.6,5,event_type,0.457,13,0.2397,0.3462,0.3041,0.2755,0.5192,0.36,0.2612,0.1791,0.5806,0.2738,0.8,5,1,3,3,1,0.01,5,1,0.6,1.6,5,event_type,FALSE
acled_sub_food_rain_threshold_change_1.65_4,8c5429d6b7ae4ad3916fe1462ca479aa,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.65,4,sub_event_type,0.4449,31,0.2203,0.3362,0.3438,0.2979,0.549,0.3862,0.2346,0.1793,0.5323,0.2683,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1.65,4,sub_event_type,FALSE
acled_sub_food_rain_threshold_change_1.65_5,d67cf8915b684297869bae8b7cb6a9e5,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.65,5,sub_event_type,0.4255,31,0.2251,0.324,0.3356,0.283,0.5882,0.3822,0.2182,0.1977,0.5484,0.2906,0.6,1,2,1,3,0,0.01,0,0.8,1,1.65,5,sub_event_type,FALSE
acled_event_food_rain_threshold_change_1.65_4,64e999baef944b8783f621c101f5dd61,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.65,4,event_type,0.3726,13,0.2335,0.3476,0.2957,0.2697,0.4706,0.3429,0.274,0.194,0.7258,0.3061,0.6,10,1,1,5,5,0.1,3,0.8,0.8,1.65,4,event_type,FALSE
acled_event_food_rain_threshold_change_1.65_5,ecaceb3babfb47f3b7b9d42a50197f54,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.65,5,event_type,0.4395,13,0.2292,0.3174,0.3069,0.24,0.4706,0.3179,0.2057,0.1714,0.4839,0.2532,1,1,0,1,5,0,0.01,5,0.6,0.8,1.65,5,event_type,FALSE
acled_sub_food_rain_threshold_change_1.75_4,341eb2e767e14262a95f6aff6620442f,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.75,4,sub_event_type,0.4449,31,0.2203,0.3362,0.3379,0.2872,0.551,0.3776,0.2242,0.1739,0.5517,0.2645,0.8,10,2,3,3,5,0.01,5,0.8,0.8,1.75,4,sub_event_type,FALSE
acled_sub_food_rain_threshold_change_1.75_5,d0663c358e5940eaaa132456dd0eb7d7,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.75,5,sub_event_type,0.4255,31,0.2251,0.324,0.3336,0.2736,0.5918,0.3742,0.2025,0.186,0.5517,0.2783,0.6,1,2,1,3,0,0.01,0,0.8,1,1.75,5,sub_event_type,FALSE
acled_event_food_rain_threshold_change_1.75_4,270f95babee84a0ca5eaf02f67569f13,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.75,4,event_type,0.3726,13,0.2335,0.3476,0.2916,0.2697,0.4898,0.3478,0.2562,0.1853,0.7414,0.2966,0.6,10,1,1,5,5,0.1,3,0.8,0.8,1.75,4,event_type,FALSE
acled_event_food_rain_threshold_change_1.75_5,e4001b6d923a48e4897943663789b323,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1.75,5,event_type,0.4395,13,0.2292,0.3174,0.3027,0.23,0.4694,0.3087,0.1949,0.1657,0.5,0.2489,1,1,0,1,5,0,0.01,5,0.6,0.8,1.75,5,event_type,FALSE
acled_sub_food_rain_threshold_change_2_4,871feda9c5af4e47a0d305cc791ed658,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,4,sub_event_type,0.4619,31,0.2143,0.3243,0.3172,0.2817,0.4545,0.3478,0.1973,0.1915,0.3529,0.2483,0.8,10,2,3,3,5,0.01,5,0.8,0.8,2,4,sub_event_type,FALSE
acled_sub_food_rain_threshold_change_2_5,ad744896256146dfb643927f8e686f9b,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,5,sub_event_type,0.463,31,0.2334,0.3333,0.3103,0.2973,0.5,0.3729,0.2071,0.189,0.4706,0.2697,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,2,5,sub_event_type,FALSE
acled_event_food_rain_threshold_change_2_4,e8d88e30bb1142ca98cc75254fa28cb2,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,4,event_type,0.5171,13,0.2137,0.3231,0.3087,0.3333,0.1591,0.2154,0.2384,0.3548,0.2157,0.2683,0.8,5,1,3,3,1,0.01,5,1,0.6,2,4,event_type,FALSE
acled_event_food_rain_threshold_change_2_5,f30647fe0d9f4b2fb25b7faaac48d1fc,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2,5,event_type,0.4511,13,0.2319,0.3202,0.2831,0.2447,0.5227,0.3333,0.1735,0.1667,0.3922,0.2339,1,1,0,1,5,0,0.01,5,0.6,0.8,2,5,event_type,FALSE
acled_sub_food_rain_threshold_change_2.5_4,41b6e7c9800c4033a04b89f00d912fcc,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2.5,4,sub_event_type,0.488,31,0.1596,0.2366,0.2623,0.2917,0.2258,0.2545,0.1696,0.25,0.125,0.1667,0.6,10,0.1,3,7,0,0.01,3,0.8,1,2.5,4,sub_event_type,FALSE
acled_sub_food_rain_threshold_change_2.5_5,0ad8a60373804a5abcdb1ea3bea36857,acled_sub_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2.5,5,sub_event_type,0.3829,31,0.1606,0.264,0.2949,0.3235,0.3548,0.3385,0.2009,0.2188,0.35,0.2692,0.6,5,1,5,7,1,0.05,0,0.6,0.6,2.5,5,sub_event_type,FALSE
acled_event_food_rain_threshold_change_2.5_4,8dd7bf96666a4809a67ac57d7bfda138,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2.5,4,event_type,0.4242,13,0.149,0.2507,0.2643,0.241,0.6452,0.3509,0.1726,0.1407,0.475,0.2171,0.8,10,0,5,7,1,0.01,1,1,0.8,2.5,4,event_type,FALSE
acled_event_food_rain_threshold_change_2.5_5,6ce2fcebe4d14af68ec81364ea19a582,acled_event_food_rain_threshold_change,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2.5,5,event_type,0.3989,13,0.1731,0.2609,0.2718,0.2333,0.6774,0.3471,0.2135,0.1603,0.525,0.2456,0.6,10,0.1,3,3,1,0.03,1,1,0.6,2.5,5,event_type,FALSE
acled_sub_food_text_conflict_threshold_change_pca_0.25_4,98906daa1c0d4f428bf34b13227b0fc8,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.25,4,sub_event_type,0.2046,55,0.3383,0.4703,0.4406,0.4233,1,0.5948,0.3842,0.3704,1,0.5405,0.6,10,2,5,5,1,0.05,1,0.8,0.6,0.25,4,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_0.25_4,0d846e7880654e30833ab47c8dfe0e9b,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,4,sub_event_type,0.402,799,0.3342,0.4698,0.4661,0.4213,1,0.5928,0.3683,0.3704,1,0.5405,0.8,10,2,3,3,5,0.01,5,0.8,0.8,0.25,4,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_pca_0.25_5,76ac998cd52e4dd7a2aea9c575b680fa,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.25,5,sub_event_type,0.2978,55,0.3448,0.4849,0.4874,0.4689,0.9121,0.6194,0.3902,0.373,0.8812,0.5242,0.8,10,1,5,7,1,0.1,3,1,1,0.25,5,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_0.25_5,6f96ed03e26941e6accfd46ab5c56175,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,5,sub_event_type,0.1639,799,0.351,0.4763,0.4434,0.4213,1,0.5928,0.3926,0.3704,1,0.5405,1,5,0.1,1,5,0,0.1,3,0.8,0.8,0.25,5,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_pca_0.25_4,ae8c6363c9da433081eadd24d41365bb,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,4,sub_event_type,0.0472,81,0.3463,0.4694,0.3948,0.4213,1,0.5928,0.3906,0.3704,1,0.5405,0.8,1,1,3,3,1,0.1,3,1,0.6,0.25,4,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_0.25_4,1fed5e592dea42db894fa4ba01a458ac,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,4,sub_event_type,0.2599,799,0.3401,0.4774,0.4161,0.4213,1,0.5928,0.4128,0.3704,1,0.5405,1,1,0,5,7,5,0.01,0,0.6,1,0.25,4,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_pca_0.25_5,830a15e20c1849d99100bdc6bec4a2a7,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,5,sub_event_type,0.0395,81,0.329,0.4759,0.3875,0.4213,1,0.5928,0.3821,0.3704,1,0.5405,1,10,1,3,3,1,0.1,0,1,1,0.25,5,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_0.25_5,e002bf9cd1724564b49c1135cc739ddf,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,5,sub_event_type,0.2646,799,0.3505,0.477,0.3923,0.4213,1,0.5928,0.3804,0.3704,1,0.5405,0.6,10,2,1,3,5,0.03,1,0.6,0.8,0.25,5,sub_event_type,FALSE
acled_event_food_text_conflict_threshold_change_pca_0.25_4,bddb428cf64f4e5eaf00af70e1551ba8,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.25,4,event_type,0.355,37,0.3239,0.4697,0.4339,0.4272,1,0.5987,0.3781,0.3704,1,0.5405,0.8,5,2,5,7,5,0.05,5,1,0.6,0.25,4,event_type,FALSE
acled_event_food_text_conflict_threshold_change_0.25_4,1d220a0460084d449ecb92980129e771,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,4,event_type,0.3771,781,0.3293,0.4735,0.4799,0.4216,0.9451,0.5831,0.3829,0.3747,1,0.5451,1,10,2,1,7,5,0.03,5,0.8,1,0.25,4,event_type,FALSE
acled_event_food_text_conflict_threshold_change_pca_0.25_5,6c2553916903435fb7c4685f94753106,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.25,5,event_type,0.2674,37,0.3456,0.4804,0.4068,0.4306,0.989,0.6,0.3927,0.3703,0.9812,0.5377,1,10,2,3,7,1,0.1,1,0.6,0.6,0.25,5,event_type,FALSE
acled_event_food_text_conflict_threshold_change_0.25_5,26de9eb332514710bfd7997deaab933b,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.25,5,event_type,0.3787,781,0.3431,0.4759,0.4653,0.4213,1,0.5928,0.3733,0.3704,1,0.5405,0.6,10,2,5,3,0,0.01,1,0.6,0.8,0.25,5,event_type,FALSE
acled_event_food_text_all_threshold_change_pca_0.25_4,1f74936cc6f14c9188d036f2caa3825f,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,4,event_type,0.2217,63,0.3525,0.4703,0.3834,0.4213,1,0.5928,0.3907,0.3704,1,0.5405,1,1,1,5,7,0,0.01,0,1,0.8,0.25,4,event_type,FALSE
acled_event_food_text_all_threshold_change_0.25_4,137a25d8ad804fc4b8339f05a9f7e9ed,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,4,event_type,0.1792,781,0.3531,0.472,0.4025,0.4213,1,0.5928,0.376,0.3704,1,0.5405,1,5,2,1,7,5,0.1,3,0.8,0.8,0.25,4,event_type,FALSE
acled_event_food_text_all_threshold_change_pca_0.25_5,a74c7e19427a419892f97bf96a9d10c8,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.25,5,event_type,0.2112,63,0.3404,0.477,0.3894,0.4213,1,0.5928,0.3766,0.3704,1,0.5405,1,1,0,3,7,5,0.01,3,1,1,0.25,5,event_type,FALSE
acled_event_food_text_all_threshold_change_0.25_5,71785f1e63b0479eaef5124ba631add1,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.25,5,event_type,0.3501,781,0.3464,0.4791,0.416,0.4213,1,0.5928,0.3881,0.3704,1,0.5405,0.8,10,0.1,3,3,5,0.01,3,1,0.8,0.25,5,event_type,FALSE
acled_sub_food_text_conflict_threshold_change_pca_0.5_4,e244d82a475548ae827c0b0c91446eae,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,4,sub_event_type,0.1909,55,0.3035,0.4234,0.3931,0.3704,1,0.5405,0.3501,0.3264,1,0.4921,0.6,10,0.1,3,3,1,0.03,1,1,0.6,0.5,4,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_0.5_4,831e50c0d25d4330858105849efc28e4,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,4,sub_event_type,0.3003,799,0.2773,0.4234,0.4373,0.3704,1,0.5405,0.3536,0.3264,1,0.4921,0.6,5,1,1,5,1,0.01,5,0.8,1,0.5,4,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_pca_0.5_5,d066224ef39c48df88d25fdac3fcd01f,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,5,sub_event_type,0.0912,55,0.3214,0.439,0.4162,0.3846,1,0.5556,0.3498,0.331,1,0.4974,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,5,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_0.5_5,86945a1df1124d8ca2714c8534bcb42c,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,5,sub_event_type,0.334,799,0.2942,0.4356,0.3709,0.3781,0.95,0.5409,0.3377,0.3298,0.8723,0.4786,1,1,2,3,3,5,0.01,3,0.6,1,0.5,5,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_pca_0.5_4,bdee62d64f484831bb0e3821d340b924,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,4,sub_event_type,0.136,81,0.3186,0.425,0.3234,0.3709,0.9875,0.5392,0.3355,0.3248,0.9858,0.4886,1,5,0,1,7,5,0.1,3,0.6,0.6,0.5,4,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_0.5_4,fb49bd6d84dc4939bbe3ad4511af9667,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,4,sub_event_type,0.0378,799,0.3072,0.4257,0.3764,0.3704,1,0.5405,0.3526,0.3264,1,0.4921,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,4,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_pca_0.5_5,c46a132611e34ea7948f37fe6c305db3,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,5,sub_event_type,0.0658,81,0.298,0.4311,0.3599,0.3704,1,0.5405,0.3416,0.3264,1,0.4921,1,1,0,5,7,5,0.03,0,0.6,1,0.5,5,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_0.5_5,715fcf9039684c50a7c94bafae6abc0b,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,5,sub_event_type,0.3093,799,0.3106,0.4449,0.3708,0.3704,1,0.5405,0.332,0.3264,1,0.4921,0.6,1,0,1,3,1,0.01,1,0.6,1,0.5,5,sub_event_type,FALSE
acled_event_food_text_conflict_threshold_change_pca_0.5_4,824fb67048f74594af48095b8146e8be,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,4,event_type,0.1683,37,0.308,0.4258,0.3842,0.3704,1,0.5405,0.3555,0.3264,1,0.4921,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.5,4,event_type,FALSE
acled_event_food_text_conflict_threshold_change_0.5_4,650815a6f3084ec3bdf81e531819e665,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,4,event_type,0.2204,781,0.3026,0.4237,0.4325,0.3674,0.9875,0.5356,0.3714,0.3264,1,0.4921,0.6,10,2,5,3,1,0.05,5,0.6,0.8,0.5,4,event_type,FALSE
acled_event_food_text_conflict_threshold_change_pca_0.5_5,eaf213957235429dabf90ea7496c904c,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.5,5,event_type,0.2506,37,0.3216,0.4347,0.412,0.3636,0.9,0.518,0.341,0.3387,0.9007,0.4922,1,10,0,5,7,5,0.03,1,0.8,1,0.5,5,event_type,FALSE
acled_event_food_text_conflict_threshold_change_0.5_5,d222f4f2de794ab095cd8df12150a4f2,acled_event_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.5,5,event_type,0.0886,781,0.3036,0.4311,0.4528,0.3704,1,0.5405,0.3443,0.3264,1,0.4921,0.6,1,1,1,3,1,0.05,3,0.8,0.8,0.5,5,event_type,FALSE
acled_event_food_text_all_threshold_change_pca_0.5_4,836b180b18064d1da9cfea0a681f275a,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,4,event_type,0.0551,63,0.3033,0.4234,0.3405,0.3704,1,0.5405,0.3515,0.3264,1,0.4921,0.6,5,2,5,7,0,0.1,1,0.6,0.6,0.5,4,event_type,FALSE
acled_event_food_text_all_threshold_change_0.5_4,f22924f88c794943a83c60e81294f125,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,4,event_type,0.3871,781,0.3067,0.4322,0.3573,0.3704,1,0.5405,0.3491,0.3271,1,0.493,0.8,5,2,5,3,0,0.01,0,0.8,0.6,0.5,4,event_type,FALSE
acled_event_food_text_all_threshold_change_pca_0.5_5,a68ff0a2717c4479a95477ebabf17ac8,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.5,5,event_type,0.1844,63,0.3175,0.4349,0.33,0.3497,0.8,0.4867,0.3227,0.3296,0.844,0.4741,0.8,1,0.1,3,7,5,0.05,5,0.8,0.8,0.5,5,event_type,FALSE
acled_event_food_text_all_threshold_change_0.5_5,9f705aa060ea49f6ae59e090eb334453,acled_event_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.5,5,event_type,0.3414,781,0.3164,0.4573,0.3549,0.3464,0.6625,0.4549,0.3207,0.3346,0.6028,0.4304,1,10,0,1,5,0,0.1,5,0.8,0.8,0.5,5,event_type,FALSE
acled_sub_food_text_conflict_threshold_change_pca_0.75_4,74bcb91a3c5d4612800f3d115045f5f7,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.75,4,sub_event_type,0.4246,55,0.2898,0.3902,0.4223,0.3874,0.5733,0.4624,0.297,0.3013,0.6053,0.4023,1,5,1,3,7,5,0.01,5,1,0.6,0.75,4,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_0.75_4,9025521c25a24f12b1b45176025d3251,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.75,4,sub_event_type,0.3903,799,0.2688,0.4037,0.4074,0.3988,0.8933,0.5514,0.3085,0.2846,0.9211,0.4348,0.6,10,2,1,3,5,0.03,1,0.6,0.8,0.75,4,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_pca_0.75_5,17df1598a3dc41a4acacd15ea2000b9d,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.75,5,sub_event_type,0.1214,55,0.2707,0.3922,0.4253,0.3404,0.8533,0.4867,0.2985,0.2868,0.9561,0.4413,0.6,1,2,5,3,0,0.1,3,1,0.8,0.75,5,sub_event_type,FALSE
acled_sub_food_text_conflict_threshold_change_0.75_5,bd514325b39c440cbcbdb5662bbb9fde,acled_sub_food_text_conflict_threshold_change,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0.75,5,sub_event_type,0.3504,799,0.2679,0.3943,0.3646,0.3824,0.6933,0.4929,0.3176,0.2806,0.8246,0.4187,0.8,10,2,3,7,5,0.03,5,1,0.8,0.75,5,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_pca_0.75_4,d9ec77a7af094a71ac617297322a9680,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.75,4,sub_event_type,0.0446,81,0.2716,0.385,0.3239,0.3472,1,0.5155,0.3018,0.2639,1,0.4176,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.75,4,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_0.75_4,fc44b32e8adf45a5963ab305590adb4a,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.75,4,sub_event_type,0.0462,799,0.2666,0.4,0.3323,0.3488,1,0.5172,0.3035,0.267,1,0.4214,0.6,1,1,1,3,0,0.1,1,0.6,0.8,0.75,4,sub_event_type,FALSE
acled_sub_food_text_all_threshold_change_pca_0.75_5,7c94910713944c4bb4bdca338597a6fb,acled_sub_food_text_all_threshold_change,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.75,5,sub_event_type,0.0246,81,0.2562,0.39,0.3469,0.3472,1,0.5155,0.2946,0.2639,1,0.4176,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.75,5,sub_event_type,FALSE
