run_name,run_id,data_version,threshold_fix_applied,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,train_cv_aupr,train_cv_f1,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col,price_recency
acled_sub_food_rain_text_conflict_threshold_change_pca_0.25_4,3f5ab32860134d6fae3cd95506e97c98,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.25,4,sub_event_type,0.1919,56,0.3481,0.4705,0.4484,0.4213,1,0.5928,0.366,0.3704,1,0.5405,0.6,10,2,1,7,0,0.05,0,0.8,1,0.25,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_0.25_4,3851aaf98e344d358ac52f8c4af9ef08,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,4,sub_event_type,0.3316,800,0.3336,0.4714,0.4915,0.4252,1,0.5967,0.3755,0.3698,0.9938,0.539,0.8,10,2,3,7,5,0.03,5,1,0.8,0.25,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_0.25_5,65deab67d6694d9f8e31a3be97a9af3b,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.25,5,sub_event_type,0.2293,56,0.3585,0.4818,0.4267,0.4233,1,0.5948,0.3696,0.3704,1,0.5405,0.6,5,2,1,5,1,0.05,1,0.6,0.6,0.25,5,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_0.25_5,60ea6bb913404fb1be848b496e2d5eb8,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,5,sub_event_type,0.3501,800,0.3545,0.4792,0.4753,0.4213,1,0.5928,0.3609,0.3704,1,0.5405,0.6,10,0,1,7,1,0.01,3,1,1,0.25,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_0.25_4,010f18778b2347b1b7c29f46fa59e16c,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.25,4,sub_event_type,0.1636,82,0.3547,0.4711,0.3622,0.4213,1,0.5928,0.396,0.3704,1,0.5405,1,10,2,5,5,5,0.05,1,0.6,0.6,0.25,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_0.25_4,6ea48e47f0874477ba978f7278290abf,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,4,sub_event_type,0.1336,800,0.344,0.4779,0.3813,0.4213,1,0.5928,0.4325,0.3704,1,0.5405,1,5,0.1,5,5,0,0.03,1,1,1,0.25,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_0.25_5,913ba5fc0c6a486e94820e025b0c68d6,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.25,5,sub_event_type,0.0313,82,0.3411,0.4763,0.3919,0.4213,1,0.5928,0.3703,0.3704,1,0.5405,0.8,1,2,1,3,5,0.1,1,0.8,0.8,0.25,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_0.25_5,adcf2617b9584c728faea161f205a54f,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,5,sub_event_type,0.3617,800,0.3401,0.4791,0.4274,0.4213,1,0.5928,0.3593,0.3704,1,0.5405,0.6,10,0.1,5,5,5,0.01,1,0.6,0.8,0.25,5,sub_event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_0.25_4,2ac4969f03324bfb967e2f9c4ba09fc7,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.25,4,event_type,0.183,38,0.3452,0.4704,0.4272,0.4279,0.978,0.5953,0.3685,0.3712,1,0.5415,0.6,10,1,1,5,5,0.1,1,0.6,0.8,0.25,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_0.25_4,247bb6830cb641cdaa2323e9e9b9e548,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,4,event_type,0.3856,782,0.3343,0.4765,0.4798,0.4233,1,0.5948,0.3823,0.3704,1,0.5405,1,10,2,3,7,1,0.01,1,0.6,0.6,0.25,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_0.25_5,3d546fe865c549568d5ab7a89c018618,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.25,5,event_type,0.1745,38,0.3481,0.4838,0.4234,0.4213,1,0.5928,0.3849,0.3704,1,0.5405,0.8,10,0.1,1,5,0,0.05,1,1,0.8,0.25,5,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_0.25_5,966d66435b2542d3a88ba6c87d505e2e,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.25,5,event_type,0.1682,782,0.3575,0.4762,0.4775,0.4213,1,0.5928,0.3664,0.3704,1,0.5405,0.8,10,1,5,7,1,0.1,3,0.6,0.8,0.25,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_0.25_4,ece980ef4e8b4530a04dad85dc082e62,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.25,4,event_type,0.2052,64,0.3749,0.4695,0.4165,0.4213,1,0.5928,0.3813,0.3704,1,0.5405,1,1,2,5,3,0,0.05,0,0.8,0.8,0.25,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_0.25_4,f7f168aaa6b44eedb5825b2347602979,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,4,event_type,0.1869,782,0.3471,0.4772,0.4029,0.4213,1,0.5928,0.4292,0.3704,1,0.5405,1,10,1,5,7,1,0.03,1,1,0.6,0.25,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_0.25_5,b5e83f95df4c4e7e8413b8cc5552245d,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.25,5,event_type,0.0954,64,0.3402,0.4816,0.3829,0.4213,1,0.5928,0.3886,0.3704,1,0.5405,1,5,0,1,3,5,0.1,0,1,0.6,0.25,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_0.25_5,422b055bc1a64775899d92741fb5448d,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.25,5,event_type,0.3428,782,0.3498,0.4824,0.4076,0.4213,1,0.5928,0.3856,0.3704,1,0.5405,0.8,10,0.1,3,3,5,0.01,3,1,0.8,0.25,5,event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_0.5_4,da72b627a30a4c1c8d63e20742c0f9d3,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,4,sub_event_type,0.308,56,0.3087,0.4289,0.3551,0.3558,0.725,0.4774,0.3464,0.3384,0.7943,0.4746,0.6,10,0,5,7,0,0.05,5,1,1,0.5,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_0.5_4,32b18da9ae034995a62be57b45c611ea,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,4,sub_event_type,0.0797,800,0.2937,0.4234,0.3808,0.3704,1,0.5405,0.3534,0.3264,1,0.4921,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.5,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_0.5_5,85878f106e6e46768f3be100b231baa0,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,5,sub_event_type,0.1144,56,0.3364,0.4394,0.3622,0.3679,0.975,0.5342,0.3569,0.3317,0.9645,0.4936,0.8,1,2,1,3,5,0.1,1,0.8,0.8,0.5,5,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_0.5_5,a57f42468867434588e2625dbbcb5439,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,5,sub_event_type,0.215,800,0.3043,0.4402,0.403,0.3861,0.975,0.5532,0.3007,0.3263,0.9929,0.4912,0.6,10,2,1,7,0,0.05,0,0.8,1,0.5,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_0.5_4,66dd41eb340e4bc9bb3a4ebf7fc44158,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.5,4,sub_event_type,0.1592,82,0.3016,0.4246,0.3251,0.3704,1,0.5405,0.3428,0.3264,1,0.4921,1,10,0,5,7,5,0.03,1,0.8,1,0.5,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_0.5_4,bb90e973b61f47659982fa7ec1dbbbad,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,4,sub_event_type,0.2165,800,0.3183,0.4334,0.368,0.3676,0.9375,0.5282,0.3411,0.3333,0.8723,0.4824,0.6,1,0.1,1,5,5,0.03,5,1,1,0.5,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_0.5_5,4acdeb0fc9274f8fa50f326f1c0276b0,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.5,5,sub_event_type,0.124,82,0.3096,0.4311,0.3134,0.3704,1,0.5405,0.3475,0.3264,1,0.4921,1,10,0.1,5,5,5,0.1,3,0.6,0.8,0.5,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_0.5_5,6ecf39573879409884785c0445167133,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,5,sub_event_type,0.1895,800,0.3126,0.4338,0.3783,0.3704,1,0.5405,0.362,0.3264,1,0.4921,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,0.5,5,sub_event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_0.5_4,83a46fe9a713416fbcee1b6e86521175,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,4,event_type,0.2077,38,0.3063,0.4239,0.335,0.3498,0.8875,0.5018,0.356,0.3206,0.9504,0.4794,0.6,1,0,5,7,0,0.03,5,0.8,0.6,0.5,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_0.5_4,e4d2efa8ce3f48f1817e6d619b684a96,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,4,event_type,0.2176,782,0.2898,0.4234,0.386,0.3721,1,0.5424,0.3438,0.3248,0.9929,0.4895,0.6,10,2,5,3,1,0.05,5,0.6,0.8,0.5,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_0.5_5,628c959c79834bde802fb69c07cad573,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,5,event_type,0.1468,38,0.3242,0.4311,0.3283,0.3721,1,0.5424,0.3332,0.3294,0.9858,0.4938,1,5,0.1,1,5,0,0.1,3,0.8,0.8,0.5,5,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_0.5_5,61249415ef1e43cbb9de306c9ec96aad,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.5,5,event_type,0.2085,782,0.2996,0.4327,0.3622,0.3883,1,0.5594,0.3494,0.3301,0.9716,0.4928,0.8,5,1,5,5,1,0.05,0,1,0.8,0.5,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_0.5_4,f3ea477178e64b93a63bab13f1e70ec4,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.5,4,event_type,0.073,64,0.3134,0.4234,0.3241,0.3704,1,0.5405,0.3386,0.3264,1,0.4921,0.8,5,1,3,5,1,0.05,0,0.6,0.6,0.5,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_0.5_4,4566ceb295444d26a5eb61c014a2fa31,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,4,event_type,0.1997,782,0.3105,0.4389,0.3642,0.3641,0.9375,0.5245,0.3537,0.3377,0.9149,0.4933,0.6,1,0.1,1,5,5,0.03,5,1,1,0.5,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_0.5_5,2d0687682a3b40f79b3af05372164d33,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.5,5,event_type,0.0309,64,0.3103,0.4307,0.3449,0.3704,1,0.5405,0.3646,0.3264,1,0.4921,0.6,1,1,3,5,0,0.1,5,0.6,1,0.5,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_0.5_5,7bd13f367f2d420a93c1f2edb58b10f2,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.5,5,event_type,0.0513,782,0.3125,0.4311,0.3224,0.3704,1,0.5405,0.3785,0.3264,1,0.4921,0.8,10,1,5,7,1,0.1,3,1,1,0.5,5,event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_0.75_4,9a4d189f9c8041ada87c0fc1f20961ed,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.75,4,sub_event_type,0.3204,56,0.2932,0.3862,0.3764,0.3557,0.92,0.513,0.3058,0.2781,0.9561,0.4308,1,10,2,1,7,5,0.03,5,0.8,1,0.75,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_0.75_4,d1c054f1c0004f8e9652c809c0721a0f,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.75,4,sub_event_type,0.3699,800,0.2628,0.3914,0.4222,0.3684,0.9333,0.5283,0.3447,0.2723,0.9649,0.4247,0.6,10,2,1,3,5,0.03,1,0.6,0.8,0.75,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_0.75_5,ba7bbf8a9b484617a09e453ba8d395be,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.75,5,sub_event_type,0.1724,56,0.2868,0.3996,0.3697,0.3439,0.8667,0.4924,0.3078,0.2767,0.8421,0.4165,1,1,0.1,3,3,0,0.05,0,0.8,0.8,0.75,5,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_0.75_5,49fd499da6cb4fb796bab07632980600,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.75,5,sub_event_type,0.1079,800,0.2771,0.3946,0.3716,0.3458,0.9867,0.5121,0.3075,0.2653,0.9912,0.4185,1,10,1,3,3,1,0.1,0,1,1,0.75,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_0.75_4,b2e49dbad5b445c18b9ab0b27f57a759,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.75,4,sub_event_type,0.1538,82,0.2558,0.385,0.3142,0.3472,1,0.5155,0.3163,0.2639,1,0.4176,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,0.75,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_0.75_4,f5ca25251651416b90be8d39ede3eb13,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.75,4,sub_event_type,0.1741,800,0.2758,0.403,0.3388,0.3561,0.9733,0.5214,0.2976,0.2703,0.9912,0.4248,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.75,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_0.75_5,67ec33f09dd44f2198dbcdbb4869778a,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.75,5,sub_event_type,0.0062,82,0.2612,0.39,0.344,0.3472,1,0.5155,0.2784,0.2639,1,0.4176,0.6,1,0,3,3,1,0.1,0,0.8,1,0.75,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_0.75_5,13a87bab94d94b8792f24c14b9d6a061,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.75,5,sub_event_type,0.1097,800,0.2754,0.3913,0.3079,0.3472,1,0.5155,0.2778,0.2639,1,0.4176,0.8,10,1,5,7,1,0.1,3,0.6,0.8,0.75,5,sub_event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_0.75_4,3e79c41432484812a1200d79f34ea87a,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.75,4,event_type,0.2465,38,0.2802,0.3961,0.3532,0.3661,0.8933,0.5194,0.3115,0.2743,0.9649,0.4272,0.6,1,1,5,7,5,0.03,1,0.8,0.6,0.75,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_0.75_4,1a3c48a6e51341f8ba778c6e4c6baf44,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.75,4,event_type,0.1448,782,0.2761,0.3875,0.3477,0.3575,0.9867,0.5248,0.3019,0.263,0.9737,0.4142,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.75,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_0.75_5,69dff89975bf46f5bae377f6ad71dd22,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.75,5,event_type,0.3458,38,0.2889,0.3936,0.3603,0.3662,0.6933,0.4793,0.2848,0.2929,0.614,0.3966,1,10,0,1,5,0,0.1,5,0.8,0.8,0.75,5,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_0.75_5,50b24c20412f4e06914e885c02aa2e51,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,0.75,5,event_type,0.2217,782,0.278,0.4068,0.3477,0.3563,0.8267,0.498,0.3019,0.2612,0.8158,0.3957,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.75,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_0.75_4,245fe0b77770414fb8cec2f0258213c3,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.75,4,event_type,0.1388,64,0.2728,0.3886,0.3134,0.3448,0.9333,0.5036,0.3121,0.265,0.9298,0.4125,1,5,0,1,7,5,0.1,3,0.6,0.6,0.75,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_0.75_4,dce3ff965d05497f99974317e42a5d1e,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.75,4,event_type,0.1896,782,0.2626,0.3942,0.3312,0.3472,1,0.5155,0.3017,0.2639,1,0.4176,0.6,10,0.1,1,3,0,0.05,0,0.8,0.6,0.75,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_0.75_5,24d28c39f843489ab09607520a30e9f8,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0.75,5,event_type,0.0466,64,0.2619,0.39,0.3252,0.3472,1,0.5155,0.2996,0.2639,1,0.4176,0.6,10,1,1,5,5,0.1,3,0.8,0.8,0.75,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_0.75_5,fce8fe426b234877ae38cc981df6b433,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.75,5,event_type,0.3217,782,0.2658,0.4012,0.3639,0.3472,1,0.5155,0.2725,0.2639,1,0.4176,0.6,1,0,1,3,1,0.01,1,0.6,1,0.75,5,event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_1_4,9ba2ee60c54f4e4ab42fa9a65e5106aa,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,4,sub_event_type,0.3411,56,0.2362,0.3385,0.3637,0.3411,0.6667,0.4513,0.301,0.2554,0.8557,0.3934,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_1_4,b87ea9d9ab2c4ef491f3bfccc138a3da,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,4,sub_event_type,0.4167,800,0.2366,0.3333,0.3769,0.3216,0.8333,0.4641,0.2921,0.2445,0.9175,0.3861,0.8,10,0.1,3,3,5,0.01,3,1,0.8,1,4,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_1_5,b90d692ab0074d6488f7f5c7a9de9f0c,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,5,sub_event_type,0.2261,56,0.2386,0.3411,0.3653,0.3006,0.7424,0.4279,0.3333,0.2586,0.701,0.3778,1,1,0.1,5,3,0,0.03,0,0.8,0.6,1,5,sub_event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_1_5,9d6079a2d3a941f78db3c3e429b508e2,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,5,sub_event_type,0.1401,800,0.2446,0.3327,0.3549,0.3056,1,0.4681,0.2661,0.2245,1,0.3667,0.6,10,2,5,3,1,0.05,5,0.6,0.8,1,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_1_4,9c1c81c898f54f1cb6e61fac5826a536,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,4,sub_event_type,0.1644,82,0.2122,0.3281,0.2872,0.3128,1,0.4765,0.326,0.227,0.9897,0.3692,0.8,10,1,1,7,0,0.05,5,0.6,1,1,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_1_4,0fab1a1e97b34eb5a40184693c54269b,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,4,sub_event_type,0.2368,800,0.2182,0.3409,0.3029,0.3054,0.9394,0.461,0.2622,0.2291,0.9897,0.3721,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,1,4,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_pca_1_5,f1313bc61b5c44f9b9ce2b6bc66a7edb,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,5,sub_event_type,0.157,82,0.2142,0.3351,0.307,0.2872,0.8485,0.4291,0.2644,0.2394,0.8763,0.3761,0.8,10,1,5,7,1,0.1,3,0.6,0.8,1,5,sub_event_type,FALSE
acled_sub_food_rain_text_all_threshold_change_1_5,4e0d07c59bfc4112aae58cd3f24b7865,acled_sub_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,5,sub_event_type,0.1661,800,0.2193,0.3376,0.3559,0.3131,0.9394,0.4697,0.2666,0.2314,0.9278,0.3704,0.6,10,2,1,7,0,0.05,0,0.8,1,1,5,sub_event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_1_4,7c147d06709541f392f30d464b927186,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,4,event_type,0.2428,38,0.2448,0.3469,0.3156,0.3094,0.6515,0.4195,0.3073,0.2432,0.7423,0.3664,0.6,5,2,5,7,0,0.1,1,0.6,0.6,1,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_1_4,b1bf870603bc4c498fc09240622b106c,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,4,event_type,0.4297,782,0.2357,0.3338,0.3616,0.2993,0.6667,0.4131,0.2834,0.2795,0.6598,0.3926,1,5,1,5,3,5,0.01,5,0.6,1,1,4,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_pca_1_5,cefd2f29fb5d4d3488aaa301f4661d93,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,5,event_type,0.1054,38,0.2274,0.3387,0.3056,0.3141,0.9091,0.4669,0.3042,0.2381,0.9278,0.3789,1,5,0,1,3,5,0.1,0,1,0.6,1,5,event_type,FALSE
acled_event_food_rain_text_conflict_threshold_change_1_5,876416f44da0479387cb747e18278c5a,acled_event_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,5,event_type,0.3545,782,0.2438,0.343,0.3441,0.3239,0.697,0.4423,0.2426,0.2508,0.8144,0.3835,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_1_4,02f060cc8f474c9fb68429192fcd38a8,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,4,event_type,0.0814,64,0.2203,0.3278,0.2788,0.3056,1,0.4681,0.2903,0.2245,1,0.3667,0.6,10,1,5,7,5,0.1,5,0.6,0.6,1,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_1_4,36e0bca5f4d543fba7493458ce82b2f6,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,4,event_type,0.0946,782,0.2251,0.3519,0.315,0.2899,0.7424,0.417,0.2494,0.2368,0.7835,0.3636,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,1,4,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_pca_1_5,24d4dfb2253944289787589dd26ee8d8,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1,5,event_type,0.012,64,0.2098,0.3318,0.2928,0.3056,1,0.4681,0.29,0.2245,1,0.3667,0.8,1,0.1,1,5,5,0.05,1,0.8,0.8,1,5,event_type,FALSE
acled_event_food_rain_text_all_threshold_change_1_5,74b52feaca8b4e4189bdffc8aabebedf,acled_event_food_rain_text_all_threshold_change,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1,5,event_type,0.0939,782,0.2197,0.3336,0.302,0.3056,1,0.4681,0.2567,0.2245,1,0.3667,0.6,10,0,1,3,5,0.05,3,1,0.6,1,5,event_type,FALSE
acled_sub_food_rain_text_conflict_threshold_change_pca_1.25_4,6534d81b1d524efaa822266481c7740d,acled_sub_food_rain_text_conflict_threshold_change,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1.25,4,sub_event_type,0.4588,56,0.2287,0.3302,0.3678,0.3036,0.5484,0.3908,0.3256,0.2336,0.7529,0.3565,0.6,10,0.1,1,3,1,0.01,5,0.6,0.8,1.25,4,sub_event_type,FALSE
