run_name,run_id,data_version,include_food,include_rain,include_text,conflict_only_embeddings,use_pca,k,n_splits,event_col,optimal_threshold,n_predictors,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,param_subsample,param_reg_lambda,param_reg_alpha,param_min_child_weight,param_max_depth,param_max_delta_step,param_learning_rate,param_gamma,param_colsample_bytree,param_colsample_bylevel,param_k,param_n_splits,param_event_col,active_window_end,threshold_fix_applied
acled_sub_food_rain_threshold_change_0.5_5,67f1964ce9b74137948c74ea92a1713d,acled_sub_food_rain_threshold_change,True,True,False,False,False,0.5,5,sub_event_type,0.3786,31,0.3562,0.3444,0.65,0.4502,0.4124,0.3858,0.5976,0.4689,0.8,5,2.0,5,7,5,0.05,5,1.0,0.6,0.5,5,sub_event_type,2024,True
acled_event_food_rain_threshold_change_0.5_4,b0e96e6568bf49f6ad602c82a909cc9f,acled_event_food_rain_threshold_change,True,True,False,False,False,0.5,4,event_type,0.3837,13,0.3347,0.3439,0.675,0.4557,0.3948,0.374,0.5976,0.4601,0.6,10,1.0,5,7,5,0.1,5,0.6,0.6,0.5,4,event_type,2024,True
acled_event_food_rain_threshold_change_0.5_5,fb86264103b94c0796d2088803ea51e6,acled_event_food_rain_threshold_change,True,True,False,False,False,0.5,5,event_type,0.3242,13,0.3387,0.3522,0.7,0.4686,0.4061,0.3862,0.6829,0.4934,0.6,1,2.0,3,5,0,0.05,5,0.6,1.0,0.5,5,event_type,2024,True
acled_sub_food_rain_threshold_change_1_4,b07a52a10e304157a514fd18f4175e9c,acled_sub_food_rain_threshold_change,True,True,False,False,False,1.0,4,sub_event_type,0.3432,31,0.3213,0.3178,0.5152,0.3931,0.3693,0.3246,0.6379,0.4302,0.6,1,2.0,5,3,0,0.1,3,1.0,0.8,1.0,4,sub_event_type,2024,True
acled_sub_food_rain_threshold_change_1_5,7aff7c30744a44c7b8047fa383226e55,acled_sub_food_rain_threshold_change,True,True,False,False,False,1.0,5,sub_event_type,0.0995,31,0.3268,0.2941,0.8333,0.4348,0.3272,0.2976,0.8621,0.4425,1.0,1,0.1,3,3,5,0.1,1,0.6,1.0,1.0,5,sub_event_type,2024,True
acled_event_food_rain_threshold_change_1_4,0a818e89a7e34cd6a3df1f63fff49a02,acled_event_food_rain_threshold_change,True,True,False,False,False,1.0,4,event_type,0.2826,13,0.302,0.3022,0.6364,0.4098,0.3606,0.2953,0.7586,0.4251,0.6,10,1.0,1,5,5,0.1,3,0.8,0.8,1.0,4,event_type,2024,True
acled_event_food_rain_threshold_change_1_5,94d4ca27d75647c0bd1d3779b2abf844,acled_event_food_rain_threshold_change,True,True,False,False,False,1.0,5,event_type,0.0927,13,0.3058,0.2888,0.8182,0.4269,0.3295,0.2842,0.931,0.4355,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,1.0,5,event_type,2024,True
acled_sub_food_text_conflict_threshold_change_pca_0.5_4,99eae365987c478b9775401f9198293f,acled_sub_food_text_conflict_threshold_change,True,False,True,True,True,0.5,4,sub_event_type,0.1522,55,0.4082,0.3704,1.0,0.5405,0.3909,0.3796,1.0,0.5503,0.6,10,1.0,5,7,5,0.1,5,0.6,0.6,0.5,4,sub_event_type,2024,True
acled_sub_food_text_conflict_threshold_change_pca_0.5_5,5c5a4631e5824a4c90fb99169792c7f0,acled_sub_food_text_conflict_threshold_change,True,False,True,True,True,0.5,5,sub_event_type,0.1331,55,0.4191,0.3704,1.0,0.5405,0.4202,0.3857,0.9878,0.5548,0.8,10,1.0,5,3,5,0.1,1,1.0,0.8,0.5,5,sub_event_type,2024,True
acled_sub_food_text_all_threshold_change_pca_0.5_4,564d25a0a1324c8eb61ea1d43412f7fe,acled_sub_food_text_all_threshold_change,True,False,True,False,True,0.5,4,sub_event_type,0.3237,74,0.383,0.3704,1.0,0.5405,0.431,0.3796,1.0,0.5503,1.0,5,1.0,5,3,5,0.01,5,0.6,1.0,0.5,4,sub_event_type,2024,True
acled_sub_food_text_all_threshold_change_pca_0.5_5,9b197c2e0cbc4659a5f3d36877bad32d,acled_sub_food_text_all_threshold_change,True,False,True,False,True,0.5,5,sub_event_type,0.0842,74,0.3778,0.3704,1.0,0.5405,0.3797,0.3756,0.9756,0.5424,0.6,10,1.0,1,5,5,0.1,1,0.6,0.8,0.5,5,sub_event_type,2024,True
acled_event_food_text_conflict_threshold_change_pca_0.5_4,676b9e622f514d239e84c48d7c2e258c,acled_event_food_text_conflict_threshold_change,True,False,True,True,True,0.5,4,event_type,0.0812,37,0.399,0.3704,1.0,0.5405,0.3736,0.3796,1.0,0.5503,0.6,10,1.0,1,5,5,0.1,1,0.6,0.8,0.5,4,event_type,2024,True
acled_event_food_text_conflict_threshold_change_pca_0.5_5,fb8fc9b223714c959cb951c1ba15024d,acled_event_food_text_conflict_threshold_change,True,False,True,True,True,0.5,5,event_type,0.1026,37,0.3754,0.3791,1.0,0.5498,0.3947,0.3832,1.0,0.5541,0.6,5,2.0,5,7,0,0.1,1,0.6,0.6,0.5,5,event_type,2024,True
acled_event_food_text_all_threshold_change_pca_0.5_4,0a7e684e8929458ab7f6f82c209eefc2,acled_event_food_text_all_threshold_change,True,False,True,False,True,0.5,4,event_type,0.3324,56,0.396,0.3704,1.0,0.5405,0.4235,0.3796,1.0,0.5503,1.0,5,1.0,5,3,5,0.01,5,0.6,1.0,0.5,4,event_type,2024,True
acled_event_food_text_all_threshold_change_pca_0.5_5,79ad8511ef5345ec9c1347fad15d785d,acled_event_food_text_all_threshold_change,True,False,True,False,True,0.5,5,event_type,0.0464,56,0.3716,0.3704,1.0,0.5405,0.391,0.3796,1.0,0.5503,1.0,5,0.0,1,3,5,0.1,0,1.0,0.6,0.5,5,event_type,2024,True
acled_sub_food_text_conflict_threshold_change_pca_1_4,20b3a24a20f345628018074509535e92,acled_sub_food_text_conflict_threshold_change,True,False,True,True,True,1.0,4,sub_event_type,0.4407,55,0.4214,0.3443,0.6364,0.4468,0.3464,0.3193,0.6552,0.4294,0.8,5,2.0,5,3,0,0.01,0,0.8,0.6,1.0,4,sub_event_type,2024,True
acled_sub_food_text_conflict_threshold_change_pca_1_5,a4662aa246e34759b3e62877b49b3b55,acled_sub_food_text_conflict_threshold_change,True,False,True,True,True,1.0,5,sub_event_type,0.2256,55,0.3837,0.3012,0.7576,0.431,0.3614,0.3101,0.6897,0.4278,1.0,1,0.1,5,3,0,0.03,0,0.8,0.6,1.0,5,sub_event_type,2024,True
acled_sub_food_text_all_threshold_change_pca_1_4,4b2746f2be8f4d978655bbd81e746668,acled_sub_food_text_all_threshold_change,True,False,True,False,True,1.0,4,sub_event_type,0.1578,74,0.3923,0.3101,0.7424,0.4375,0.3382,0.3047,0.6724,0.4194,1.0,5,0.0,3,3,0,0.1,1,1.0,0.8,1.0,4,sub_event_type,2024,True
acled_sub_food_text_all_threshold_change_pca_1_5,da20fe6ba14e46808ba0682beb3d6c29,acled_sub_food_text_all_threshold_change,True,False,True,False,True,1.0,5,sub_event_type,0.1371,74,0.3408,0.3085,0.8788,0.4567,0.3772,0.2873,0.8966,0.4351,1.0,10,0.1,5,5,5,0.1,3,0.6,0.8,1.0,5,sub_event_type,2024,True
acled_event_food_text_conflict_threshold_change_pca_1_4,156e70a104b8440cacea5980f6351ce3,acled_event_food_text_conflict_threshold_change,True,False,True,True,True,1.0,4,event_type,0.3163,37,0.3647,0.3056,1.0,0.4681,0.3693,0.2685,1.0,0.4234,0.8,10,1.0,5,3,1,0.01,0,0.6,1.0,1.0,4,event_type,2024,True
acled_event_food_text_conflict_threshold_change_pca_1_5,729fbb87cccd4272adc85c02975d0dc8,acled_event_food_text_conflict_threshold_change,True,False,True,True,True,1.0,5,event_type,0.365,37,0.3534,0.3081,0.9848,0.4693,0.3784,0.2736,1.0,0.4296,0.6,1,0.0,1,3,1,0.01,1,0.6,1.0,1.0,5,event_type,2024,True
acled_event_food_text_all_threshold_change_pca_1_4,657af1a5e8e646b4b396a31b3bb0b1e6,acled_event_food_text_all_threshold_change,True,False,True,False,True,1.0,4,event_type,0.1139,56,0.2989,0.2973,0.8333,0.4382,0.3708,0.2948,0.8793,0.4416,0.8,1,1.0,3,3,1,0.1,3,1.0,0.6,1.0,4,event_type,2024,True
acled_event_food_text_all_threshold_change_pca_1_5,0860c14cd28849c19066fd2310518c48,acled_event_food_text_all_threshold_change,True,False,True,False,True,1.0,5,event_type,0.0601,56,0.3044,0.3058,0.9545,0.4632,0.3441,0.269,0.9138,0.4157,1.0,5,0.0,3,3,0,0.1,1,1.0,0.8,1.0,5,event_type,2024,True
acled_sub_food_threshold_change_0.5_4,36a984e36a384f9e88c2de30272a0fb3,acled_sub_food_threshold_change,True,False,False,False,False,0.5,4,sub_event_type,0.3564,30,0.3912,0.3704,1.0,0.5405,0.3901,0.3796,1.0,0.5503,0.6,10,2.0,5,3,0,0.01,1,0.6,0.8,0.5,4,sub_event_type,2024,True
acled_sub_food_threshold_change_0.5_5,542fae5fdb1f452992fef70e019703bc,acled_sub_food_threshold_change,True,False,False,False,False,0.5,5,sub_event_type,0.2287,30,0.3952,0.3636,0.8,0.5,0.3911,0.3708,0.8049,0.5077,0.8,10,1.0,5,7,1,0.1,3,1.0,1.0,0.5,5,sub_event_type,2024,True
acled_event_food_threshold_change_0.5_4,44faddae2e1e4aae8fb3f896673650a0,acled_event_food_threshold_change,True,False,False,False,False,0.5,4,event_type,0.1361,12,0.386,0.3674,0.9875,0.5356,0.3777,0.3796,1.0,0.5503,0.8,1,0.1,3,7,5,0.05,5,0.8,0.8,0.5,4,event_type,2024,True
acled_event_food_threshold_change_0.5_5,174e60cf0ac2420fb316705808b1613d,acled_event_food_threshold_change,True,False,False,False,False,0.5,5,event_type,0.3151,12,0.386,0.3503,0.6875,0.4641,0.3777,0.4048,0.622,0.4904,0.8,1,0.1,3,7,5,0.05,5,0.8,0.8,0.5,5,event_type,2024,True
acled_sub_food_threshold_change_1_4,5a8d32edd2084a75803bff13e919bf30,acled_sub_food_threshold_change,True,False,False,False,False,1.0,4,sub_event_type,0.0656,30,0.3585,0.3158,1.0,0.48,0.3286,0.2802,1.0,0.4377,1.0,5,0.0,1,3,5,0.1,0,1.0,0.6,1.0,4,sub_event_type,2024,True
acled_sub_food_threshold_change_1_5,e64442b97e424d6389c870b95dddb605,acled_sub_food_threshold_change,True,False,False,False,False,1.0,5,sub_event_type,0.056,30,0.351,0.3113,1.0,0.4748,0.3535,0.2775,1.0,0.4345,0.8,1,0.1,3,5,5,0.05,1,1.0,0.8,1.0,5,sub_event_type,2024,True
acled_event_food_threshold_change_1_4,d40fdd74579448bb83147708fb98ab58,acled_event_food_threshold_change,True,False,False,False,False,1.0,4,event_type,0.3355,12,0.321,0.3036,0.7727,0.4359,0.3675,0.2857,0.931,0.4372,0.8,10,2.0,1,7,5,0.03,1,0.6,0.6,1.0,4,event_type,2024,True
acled_event_food_threshold_change_1_5,f22ed73043974c8b9014d8812c92eb8c,acled_event_food_threshold_change,True,False,False,False,False,1.0,5,event_type,0.2863,12,0.3213,0.3121,0.6667,0.4251,0.3365,0.3165,0.8621,0.463,0.6,10,2.0,1,7,0,0.05,0,0.8,1.0,1.0,5,event_type,2024,True
acled_sub_rain_text_conflict_threshold_change_pca_0.5_4,be7adc894f354dc0a8393df70c12cc91,acled_sub_rain_text_conflict_threshold_change,False,True,True,True,True,0.5,4,sub_event_type,0.4004,53,0.3558,0.3692,0.9875,0.5374,0.3759,0.3796,1.0,0.5503,0.6,10,0.1,5,5,5,0.01,1,0.6,0.8,0.5,4,sub_event_type,2024,True
acled_sub_rain_text_conflict_threshold_change_pca_0.5_5,78b64458ec5a4921b0695d5de98e05aa,acled_sub_rain_text_conflict_threshold_change,False,True,True,True,True,0.5,5,sub_event_type,0.0639,53,0.3496,0.3709,0.9875,0.5392,0.3882,0.3969,0.939,0.558,0.6,1,0.0,3,3,1,0.1,0,0.8,1.0,0.5,5,sub_event_type,2024,True
acled_sub_rain_text_all_threshold_change_pca_0.5_4,e1d84ae1dae54209b4aea8290cb62e79,acled_sub_rain_text_all_threshold_change,False,True,True,False,True,0.5,4,sub_event_type,0.0324,72,0.3497,0.3704,1.0,0.5405,0.4101,0.3796,1.0,0.5503,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,4,sub_event_type,2024,True
acled_sub_rain_text_all_threshold_change_pca_0.5_5,e31444163bd54b8f9b2a26471d858a6c,acled_sub_rain_text_all_threshold_change,False,True,True,False,True,0.5,5,sub_event_type,0.0862,72,0.3447,0.3704,1.0,0.5405,0.3606,0.3796,1.0,0.5503,0.8,1,0.0,5,3,5,0.05,0,0.6,0.8,0.5,5,sub_event_type,2024,True
acled_event_rain_text_conflict_threshold_change_pca_0.5_4,d5da03bca56d4da8ab6e726038f4b6f4,acled_event_rain_text_conflict_threshold_change,False,True,True,True,True,0.5,4,event_type,0.4273,35,0.3478,0.3721,1.0,0.5424,0.3788,0.3832,1.0,0.5541,0.6,10,2.0,5,3,0,0.01,1,0.6,0.8,0.5,4,event_type,2024,True
acled_event_rain_text_conflict_threshold_change_pca_0.5_5,68b6a29843ee4ca89f989503e82a23ff,acled_event_rain_text_conflict_threshold_change,False,True,True,True,True,0.5,5,event_type,0.1178,35,0.3554,0.3883,1.0,0.5594,0.4201,0.3938,0.9268,0.5527,0.6,5,0.1,1,7,0,0.1,1,0.6,0.6,0.5,5,event_type,2024,True
acled_event_rain_text_all_threshold_change_pca_0.5_4,1bfa94e408f3425393f083eb67d22d99,acled_event_rain_text_all_threshold_change,False,True,True,False,True,0.5,4,event_type,0.0641,54,0.3802,0.3704,1.0,0.5405,0.3583,0.3796,1.0,0.5503,0.6,5,2.0,5,7,0,0.1,1,0.6,0.6,0.5,4,event_type,2024,True
acled_event_rain_text_all_threshold_change_pca_0.5_5,434126f3d5d344b38803f8f7a6ef2357,acled_event_rain_text_all_threshold_change,False,True,True,False,True,0.5,5,event_type,0.1474,54,0.3231,0.3704,1.0,0.5405,0.4,0.3839,0.9878,0.5529,0.6,1,0.0,3,5,5,0.03,5,0.8,0.8,0.5,5,event_type,2024,True
acled_sub_rain_text_conflict_threshold_change_pca_1_4,69b8617b870846868df0c3e0c87fc582,acled_sub_rain_text_conflict_threshold_change,False,True,True,True,True,1.0,4,sub_event_type,0.3555,53,0.3631,0.2837,0.6061,0.3865,0.3882,0.3116,0.7414,0.4388,0.6,10,2.0,5,3,1,0.05,5,0.6,0.8,1.0,4,sub_event_type,2024,True
acled_sub_rain_text_conflict_threshold_change_pca_1_5,8dc7b565d49e49ecb7ca5a52ff968ebe,acled_sub_rain_text_conflict_threshold_change,False,True,True,True,True,1.0,5,sub_event_type,0.3307,53,0.342,0.3084,1.0,0.4714,0.3797,0.271,1.0,0.4265,0.6,1,2.0,1,3,0,0.01,0,0.8,1.0,1.0,5,sub_event_type,2024,True
acled_sub_rain_text_all_threshold_change_pca_1_4,02e8772362a14983a6b111a83b233613,acled_sub_rain_text_all_threshold_change,False,True,True,False,True,1.0,4,sub_event_type,0.2973,72,0.2788,0.25,0.3788,0.3012,0.3078,0.3068,0.4655,0.3699,0.6,10,1.0,1,5,5,0.1,3,0.8,0.8,1.0,4,sub_event_type,2024,True
acled_sub_rain_text_all_threshold_change_pca_1_5,a9848571fee94f67844c9a29f4ad9606,acled_sub_rain_text_all_threshold_change,False,True,True,False,True,1.0,5,sub_event_type,0.2136,72,0.3359,0.3056,1.0,0.4681,0.3344,0.2685,1.0,0.4234,1.0,1,0.0,1,5,0,0.01,5,0.6,0.8,1.0,5,sub_event_type,2024,True
acled_event_rain_text_conflict_threshold_change_pca_1_4,c76fa8b857254ffbb7f915cccb28786f,acled_event_rain_text_conflict_threshold_change,False,True,True,True,True,1.0,4,event_type,0.4441,35,0.3528,0.3098,0.8636,0.456,0.4035,0.2802,1.0,0.4377,0.6,10,2.0,5,3,0,0.01,1,0.6,0.8,1.0,4,event_type,2024,True
acled_event_rain_text_conflict_threshold_change_pca_1_5,ce6c962e6f96447ea12a19dbdde54b4f,acled_event_rain_text_conflict_threshold_change,False,True,True,True,True,1.0,5,event_type,0.3601,35,0.3199,0.307,1.0,0.4698,0.3663,0.2685,1.0,0.4234,0.8,5,2.0,5,3,0,0.01,0,0.8,0.6,1.0,5,event_type,2024,True
acled_event_rain_text_all_threshold_change_pca_1_4,008d711603f44671a30e8f59dd58659e,acled_event_rain_text_all_threshold_change,False,True,True,False,True,1.0,4,event_type,0.2808,54,0.2697,0.3254,0.6212,0.4271,0.303,0.301,0.5345,0.3851,0.6,1,2.0,5,3,0,0.1,3,1.0,0.8,1.0,4,event_type,2024,True
acled_event_rain_text_all_threshold_change_pca_1_5,80b9964226dc425682b3b4362dd1e093,acled_event_rain_text_all_threshold_change,False,True,True,False,True,1.0,5,event_type,0.0451,54,0.2847,0.2986,0.9545,0.4549,0.3729,0.2718,0.9138,0.419,1.0,5,0.0,1,3,5,0.1,0,1.0,0.6,1.0,5,event_type,2024,True
acled_sub_rain_threshold_change_0.5_4,e0cd9d0869e04c2383acc05d90290af0,acled_sub_rain_threshold_change,False,True,False,False,False,0.5,4,sub_event_type,0.3877,28,0.3372,0.3592,0.6375,0.4595,0.4258,0.395,0.5732,0.4677,0.8,10,1.0,3,3,0,0.1,5,1.0,0.8,0.5,4,sub_event_type,2024,True
acled_sub_rain_threshold_change_0.5_5,c0941411f71a48d5a807f5ae09102a6a,acled_sub_rain_threshold_change,False,True,False,False,False,0.5,5,sub_event_type,0.3687,28,0.3346,0.3497,0.7125,0.4691,0.4002,0.3731,0.6098,0.463,0.6,10,1.0,3,7,1,0.05,5,0.6,1.0,0.5,5,sub_event_type,2024,True
acled_event_rain_threshold_change_0.5_4,32bf27c1f1654faa84b1e23e1f2143b1,acled_event_rain_threshold_change,False,True,False,False,False,0.5,4,event_type,0.3908,10,0.3145,0.3403,0.6125,0.4375,0.4293,0.4035,0.561,0.4694,0.6,1,0.1,1,5,5,0.03,5,1.0,1.0,0.5,4,event_type,2024,True
acled_event_rain_threshold_change_0.5_5,537ba74d3c534db988b44461464f624b,acled_event_rain_threshold_change,False,True,False,False,False,0.5,5,event_type,0.3821,10,0.3191,0.3595,0.6875,0.4721,0.4434,0.3984,0.5976,0.478,0.8,10,1.0,3,3,0,0.1,5,1.0,0.8,0.5,5,event_type,2024,True
acled_sub_rain_threshold_change_1_4,6f1525fcde3d45c4994555a1925b4172,acled_sub_rain_threshold_change,False,True,False,False,False,1.0,4,sub_event_type,0.3869,28,0.2983,0.2977,0.5909,0.3959,0.3435,0.3119,0.5862,0.4072,0.6,10,1.0,5,7,5,0.1,5,0.6,0.6,1.0,4,sub_event_type,2024,True
acled_sub_rain_threshold_change_1_5,c84801ebc57e4fd2ac50bae5a0f24755,acled_sub_rain_threshold_change,False,True,False,False,False,1.0,5,sub_event_type,0.3228,28,0.3055,0.3158,0.7273,0.4404,0.3546,0.3008,0.6379,0.4088,0.8,10,1.0,3,3,0,0.1,5,1.0,0.8,1.0,5,sub_event_type,2024,True
acled_event_rain_threshold_change_1_4,2dc96913fee3497ebe8c07572d61d7f0,acled_event_rain_threshold_change,False,True,False,False,False,1.0,4,event_type,0.3458,10,0.2867,0.3007,0.6515,0.4115,0.3806,0.3248,0.6552,0.4343,0.8,1,0.0,5,3,5,0.05,0,0.6,0.8,1.0,4,event_type,2024,True
acled_event_rain_threshold_change_1_5,a22b6f10422248b1a9b2b26cb996b0f6,acled_event_rain_threshold_change,False,True,False,False,False,1.0,5,event_type,0.3604,10,0.3154,0.3063,0.7424,0.4336,0.3873,0.313,0.7069,0.4339,0.6,10,2.0,1,3,5,0.03,1,0.6,0.8,1.0,5,event_type,2024,True
acled_sub_text_conflict_threshold_change_pca_0.5_4,a0fe09b871704a7eaaff8e76f3903491,acled_sub_text_conflict_threshold_change,False,False,True,True,True,0.5,4,sub_event_type,0.3589,52,0.3943,0.3171,0.4875,0.3842,0.4044,0.3696,0.4146,0.3908,0.6,10,1.0,1,5,5,0.1,3,0.8,0.8,0.5,4,sub_event_type,2024,True
acled_sub_text_conflict_threshold_change_pca_0.5_5,e7dabf79292247a8ac8d155c53899987,acled_sub_text_conflict_threshold_change,False,False,True,True,True,0.5,5,sub_event_type,0.192,52,0.3901,0.3714,0.975,0.5379,0.3978,0.3894,0.9878,0.5586,0.6,1,1.0,5,7,5,0.03,1,0.8,0.6,0.5,5,sub_event_type,2024,True
acled_sub_text_all_threshold_change_pca_0.5_4,a0b169ad23874bc6ba24107aca0c575f,acled_sub_text_all_threshold_change,False,False,True,False,True,0.5,4,sub_event_type,0.0291,71,0.3865,0.3704,1.0,0.5405,0.3823,0.3796,1.0,0.5503,0.8,1,2.0,1,3,5,0.1,1,0.8,0.8,0.5,4,sub_event_type,2024,True
acled_sub_text_all_threshold_change_pca_0.5_5,9c08cee0d7ec4d79ad6d4329f5b47f5c,acled_sub_text_all_threshold_change,False,False,True,False,True,0.5,5,sub_event_type,0.1406,71,0.3947,0.365,0.9125,0.5214,0.4148,0.3788,0.9146,0.5357,1.0,1,0.1,3,3,0,0.05,0,0.8,0.8,0.5,5,sub_event_type,2024,True
acled_event_text_conflict_threshold_change_pca_0.5_4,bd56992ad7cd4d0aaae5f40fa6f267b8,acled_event_text_conflict_threshold_change,False,False,True,True,True,0.5,4,event_type,0.3135,34,0.3764,0.3593,0.75,0.4858,0.4294,0.3973,0.7073,0.5088,0.6,10,1.0,5,7,5,0.1,5,0.6,0.6,0.5,4,event_type,2024,True
acled_event_text_conflict_threshold_change_pca_0.5_5,c73fa5508bcb4ab2af0eb89da3485416,acled_event_text_conflict_threshold_change,False,False,True,True,True,0.5,5,event_type,0.2527,34,0.3745,0.3704,1.0,0.5405,0.4072,0.3883,0.9756,0.5556,0.6,5,0.1,5,7,5,0.03,3,0.6,0.8,0.5,5,event_type,2024,True
acled_event_text_all_threshold_change_pca_0.5_4,e53d9ee407014ebf89fa1c94a3fd3729,acled_event_text_all_threshold_change,False,False,True,False,True,0.5,4,event_type,0.1206,53,0.3508,0.3704,1.0,0.5405,0.4067,0.3796,1.0,0.5503,0.6,5,2.0,1,5,1,0.05,1,0.6,0.6,0.5,4,event_type,2024,True
acled_event_text_all_threshold_change_pca_0.5_5,4b6f083eb7224610a2b717d50f806753,acled_event_text_all_threshold_change,False,False,True,False,True,0.5,5,event_type,0.1456,53,0.4414,0.3704,1.0,0.5405,0.4121,0.3832,1.0,0.5541,1.0,5,0.0,1,7,5,0.1,3,0.6,0.6,0.5,5,event_type,2024,True
acled_sub_text_conflict_threshold_change_pca_1_4,301c4cd298b54556a7e30c0c6f379d10,acled_sub_text_conflict_threshold_change,False,False,True,True,True,1.0,4,sub_event_type,0.471,52,0.4179,0.4878,0.303,0.3738,0.4037,0.4412,0.2586,0.3261,0.6,10,1.0,3,7,1,0.05,5,0.6,1.0,1.0,4,sub_event_type,2024,True
acled_sub_text_conflict_threshold_change_pca_1_5,40107d2109eb4539bd68b1771c0948dc,acled_sub_text_conflict_threshold_change,False,False,True,True,True,1.0,5,sub_event_type,0.2207,52,0.3848,0.3028,0.6515,0.4135,0.3433,0.3043,0.6034,0.4046,0.8,1,1.0,3,3,1,0.1,3,1.0,0.6,1.0,5,sub_event_type,2024,True
acled_sub_text_all_threshold_change_pca_1_4,fc2c964bb181408c847fb4cf09ddd420,acled_sub_text_all_threshold_change,False,False,True,False,True,1.0,4,sub_event_type,0.2024,71,0.3148,0.2989,0.7879,0.4333,0.3736,0.3121,0.7586,0.4422,0.8,1,0.0,5,3,5,0.03,5,1.0,0.6,1.0,4,sub_event_type,2024,True
acled_sub_text_all_threshold_change_pca_1_5,42063f01be174ac99efa6f4355f59762,acled_sub_text_all_threshold_change,False,False,True,False,True,1.0,5,sub_event_type,0.1326,71,0.3535,0.301,0.8939,0.4504,0.3637,0.2768,0.8448,0.417,1.0,1,2.0,3,3,1,0.05,0,0.8,1.0,1.0,5,sub_event_type,2024,True
acled_event_text_conflict_threshold_change_pca_1_4,3cf9acffcf5c4627a9a8a07c88a15f52,acled_event_text_conflict_threshold_change,False,False,True,True,True,1.0,4,event_type,0.3404,34,0.4084,0.2891,0.5606,0.3814,0.4001,0.3008,0.6379,0.4088,0.8,10,1.0,3,3,0,0.1,5,1.0,0.8,1.0,4,event_type,2024,True
acled_event_text_conflict_threshold_change_pca_1_5,3d9dd2b9b0e149a3b39b6498aec3fd27,acled_event_text_conflict_threshold_change,False,False,True,True,True,1.0,5,event_type,0.3457,34,0.369,0.3056,1.0,0.4681,0.3914,0.2685,1.0,0.4234,0.8,10,2.0,3,3,5,0.01,5,0.8,0.8,1.0,5,event_type,2024,True
acled_event_text_all_threshold_change_pca_1_4,d8613812b9b44efa8524ac5925df8bdf,acled_event_text_all_threshold_change,False,False,True,False,True,1.0,4,event_type,0.0943,53,0.311,0.2888,0.8182,0.4269,0.3675,0.3067,0.7931,0.4423,1.0,1,0.0,5,7,5,0.03,0,0.6,1.0,1.0,4,event_type,2024,True
acled_event_text_all_threshold_change_pca_1_5,e3dd3aaad93040bfb986946411e380f2,acled_event_text_all_threshold_change,False,False,True,False,True,1.0,5,event_type,0.0837,53,0.2941,0.2843,0.8485,0.4259,0.3432,0.2896,0.9138,0.4398,0.8,1,2.0,1,3,5,0.1,1,0.8,0.8,1.0,5,event_type,2024,True
acled_sub_threshold_change_0.5_4,06287bc4b0244e28a85a9c8968d2b0e1,acled_sub_threshold_change,False,False,False,False,False,0.5,4,sub_event_type,0.2418,27,0.4019,0.3704,1.0,0.5405,0.4111,0.3814,1.0,0.5522,0.6,10,2.0,5,5,1,0.05,1,0.8,0.6,0.5,4,sub_event_type,2024,True
acled_sub_threshold_change_0.5_5,51d0598770994cc885f372b85af8bc2b,acled_sub_threshold_change,False,False,False,False,False,0.5,5,sub_event_type,0.348,27,0.3748,0.3467,0.65,0.4522,0.4126,0.4032,0.6098,0.4854,0.6,10,1.0,1,5,5,0.1,3,0.8,0.8,0.5,5,sub_event_type,2024,True
acled_event_threshold_change_0.5_4,a737c1920f0e4065a711fe96e5751944,acled_event_threshold_change,False,False,False,False,False,0.5,4,event_type,0.285,9,0.3486,0.3738,1.0,0.5442,0.436,0.385,1.0,0.5559,0.6,5,2.0,1,7,5,0.03,3,0.8,1.0,0.5,4,event_type,2024,True
acled_event_threshold_change_0.5_5,b5a7908b9c02408e8e4fea045a2c43e9,acled_event_threshold_change,False,False,False,False,False,0.5,5,event_type,0.2637,9,0.3777,0.3543,0.775,0.4863,0.4313,0.4214,0.8171,0.556,0.6,1,0.1,1,3,0,0.1,1,0.6,0.6,0.5,5,event_type,2024,True
acled_sub_threshold_change_1_4,685f47756c9248c0a32f253d74318429,acled_sub_threshold_change,False,False,False,False,False,1.0,4,sub_event_type,0.4925,27,0.3334,0.2941,0.303,0.2985,0.3766,0.375,0.4655,0.4154,0.6,5,2.0,5,5,0,0.1,5,0.6,1.0,1.0,4,sub_event_type,2024,True
acled_sub_threshold_change_1_5,1b0ea83261f84616b99b7efc55017b91,acled_sub_threshold_change,False,False,False,False,False,1.0,5,sub_event_type,0.4295,27,0.3334,0.3438,0.5,0.4074,0.3766,0.3511,0.569,0.4342,0.6,5,2.0,5,5,0,0.1,5,0.6,1.0,1.0,5,sub_event_type,2024,True
acled_event_threshold_change_1_4,75e74ae4141d4bd5ab7cd8841dc5b161,acled_event_threshold_change,False,False,False,False,False,1.0,4,event_type,0.4176,9,0.3167,0.2975,0.5455,0.385,0.3992,0.3303,0.6207,0.4311,0.6,1,0.0,3,5,5,0.03,5,0.8,0.8,1.0,4,event_type,2024,True
