run_folder,run_name,optimal_threshold,n_predictors,onset_aupr,onset_precision_class1,onset_recall_class1,onset_f1_class1,active_aupr,active_precision_class1,active_recall_class1,active_f1_class1,food,rain,text,conflict_text,pca,k,n
e767f1aa0dd34eee96619eead4746cd1,acled_event_food_text_conflict_0.75_4,0.0693,782,0.4064,0.3472,1.0,0.5155,0.3805,0.3148,1.0,0.4789,True,False,True,True,False,0.75,4
f8171fa58db74053af61c92c882a9075,acled_event_food_text_conflict_pca_0.75_5,0.1419,38,0.3515,0.3505,1.0,0.519,0.3648,0.3148,1.0,0.4789,True,False,True,True,True,0.75,5
c52997a8528b4c8094a703981335289c,acled_event_food_text_conflict_0.75_5,0.0982,782,0.3729,0.3422,0.8533,0.4885,0.3452,0.3125,0.8824,0.4615,True,False,True,True,False,0.75,5
9e866d6b55b04c948ebeab62064afcd8,acled_event_food_text_all_pca_0.75_4,0.2324,57,0.3896,0.3561,0.9733,0.5214,0.3407,0.3351,0.9412,0.4942,True,False,True,False,True,0.75,4
0e4155583ce94e0780ec3722eff299c9,acled_event_food_text_all_0.75_4,0.2431,782,0.3596,0.3488,1.0,0.5172,0.3847,0.3148,1.0,0.4789,True,False,True,False,False,0.75,4
2fcaf38ecb934a4db6e2bea498bdd539,acled_event_food_text_all_pca_0.75_5,0.2017,57,0.4153,0.3524,0.9867,0.5193,0.3821,0.316,0.9853,0.4786,True,False,True,False,True,0.75,5
b9955df00341442b8b974ee0b01091ff,acled_event_food_text_all_0.75_5,0.0648,782,0.3453,0.3488,1.0,0.5172,0.3305,0.3163,1.0,0.4806,True,False,True,False,False,0.75,5
d1fa4769f0704204973e1da6ee2df03f,acled_sub_food_text_conflict_pca_1_4,0.4644,56,0.4251,0.3789,0.5455,0.4472,0.3744,0.3696,0.5862,0.4533,True,False,True,True,True,1.0,4
56a4f1ed3a4f4d6dbf4a84cd86262337,acled_sub_food_text_conflict_1_4,0.4543,800,0.4304,0.3238,0.5152,0.3977,0.3537,0.37,0.6379,0.4684,True,False,True,True,False,1.0,4
3af5f2b2894a4c13b7dd7076f2ca1115,acled_sub_food_text_conflict_pca_1_5,0.3162,56,0.4164,0.3056,1.0,0.4681,0.382,0.2685,1.0,0.4234,True,False,True,True,True,1.0,5
e115f35932224c479ccf726b24eabcbf,acled_sub_food_text_conflict_1_5,0.3722,800,0.3897,0.3084,1.0,0.4714,0.3517,0.2685,1.0,0.4234,True,False,True,True,False,1.0,5
49bd520bad2d450f8eb2e90c5348bef7,acled_sub_food_text_all_pca_1_4,0.4228,75,0.3657,0.3178,0.5152,0.3931,0.3958,0.3511,0.569,0.4342,True,False,True,False,True,1.0,4
e8c54a28c10d493c9f8a704bdd4ba25b,acled_sub_food_text_all_1_4,0.2064,800,0.3347,0.2926,0.8333,0.4331,0.3404,0.2872,0.931,0.439,True,False,True,False,False,1.0,4
5b67f36d2ae74b3eabbf90a7690f01c5,acled_sub_food_text_all_pca_1_5,0.3138,75,0.3797,0.2968,0.697,0.4163,0.3757,0.3089,0.6552,0.4199,True,False,True,False,True,1.0,5
c7b28c9e8c854a368725f9380891f4a7,acled_sub_food_text_all_1_5,0.3198,800,0.378,0.3099,1.0,0.4731,0.3692,0.267,0.9483,0.4167,True,False,True,False,False,1.0,5
c4784b0009d14b388a7887db3ae1166c,acled_event_food_text_conflict_pca_1_4,0.1421,38,0.3764,0.3023,0.7879,0.437,0.3937,0.2775,0.8276,0.4156,True,False,True,True,True,1.0,4
d078ea90b19b4c76a4686f7c88966fe6,acled_event_food_text_conflict_1_4,0.2364,782,0.3769,0.3056,1.0,0.4681,0.32,0.2685,1.0,0.4234,True,False,True,True,False,1.0,4
a4c7f582f00641729a423490ee125bd1,acled_event_food_text_conflict_pca_1_5,0.1503,38,0.382,0.32,0.7273,0.4444,0.3755,0.2814,0.8103,0.4178,True,False,True,True,True,1.0,5
d571b6a3340a45ad938a1cf4e28e0e94,acled_event_food_text_conflict_1_5,0.1014,782,0.3982,0.3056,1.0,0.4681,0.3554,0.2685,1.0,0.4234,True,False,True,True,False,1.0,5
7810db2e218746ceb9ec71d9477477e9,acled_event_food_text_all_pca_1_4,0.3972,57,0.3419,0.2969,0.5758,0.3918,0.37,0.313,0.6207,0.4162,True,False,True,False,True,1.0,4
15d8961bf5c340e7aea7010526b2d91d,acled_event_food_text_all_1_4,0.2464,782,0.3553,0.3024,0.9394,0.4576,0.3752,0.2772,0.9655,0.4308,True,False,True,False,False,1.0,4
565c0e4c436c4d6fbe886b247dac4809,acled_event_food_text_all_pca_1_5,0.1574,57,0.3485,0.3118,0.803,0.4492,0.3724,0.3121,0.7586,0.4422,True,False,True,False,True,1.0,5
c58de9304ff7498d82c5d5ef0159b2f6,acled_event_food_text_all_1_5,0.2379,782,0.3548,0.3056,1.0,0.4681,0.3775,0.2685,1.0,0.4234,True,False,True,False,False,1.0,5
86b68ec5d3984e6d97f55f2dd54c8bc4,acled_sub_food_0.25_4,0.3224,31,0.4273,0.4213,1.0,0.5928,0.4559,0.4259,1.0,0.5974,True,False,False,False,False,0.25,4
f728227bbd934f15806707adfa6224fb,acled_sub_food_0.25_5,0.4011,31,0.4162,0.3933,0.6484,0.4896,0.481,0.4091,0.6848,0.5122,True,False,False,False,False,0.25,5
2f9ea1c95468410d82d50acc33208749,acled_event_food_0.25_4,0.3218,13,0.4184,0.4213,1.0,0.5928,0.4558,0.4259,1.0,0.5974,True,False,False,False,False,0.25,4
865422c592404107bf9d9037a32d1e0c,acled_event_food_0.25_5,0.3067,13,0.3984,0.3968,0.8242,0.5357,0.4376,0.4145,0.8696,0.5614,True,False,False,False,False,0.25,5
5ff3094b74f1413ba179a07d88853712,acled_sub_food_0.5_4,0.2313,31,0.4067,0.3744,0.9875,0.543,0.3917,0.3868,1.0,0.5578,True,False,False,False,False,0.5,4
a496fdfc18b7428f8939724eb5f4fa37,acled_sub_food_0.5_5,0.3074,31,0.4075,0.3356,0.6125,0.4336,0.3907,0.3858,0.5976,0.4689,True,False,False,False,False,0.5,5
7606c71fc7434fc8aac53196646e2f2d,acled_event_food_0.5_4,0.279,13,0.3342,0.3555,0.9375,0.5155,0.3894,0.3785,0.9878,0.5473,True,False,False,False,False,0.5,4
31de40339d2a459b8ce1db4c9527e387,acled_event_food_0.5_5,0.3579,13,0.3743,0.3397,0.6625,0.4492,0.4354,0.3984,0.622,0.4857,True,False,False,False,False,0.5,5
195a9c21bdad400f8ce3886fc4e6fddf,acled_sub_food_0.75_4,0.4175,31,0.428,0.4038,0.56,0.4693,0.4317,0.3628,0.6029,0.453,True,False,False,False,False,0.75,4
f4a1cd33b6dd412fada672b2791e4258,acled_sub_food_0.75_5,0.085,31,0.4429,0.346,0.9733,0.5105,0.3671,0.33,0.9706,0.4925,True,False,False,False,False,0.75,5
0861ddc215b64da1980e62e6a4bcc040,acled_event_food_0.75_4,0.1096,13,0.3798,0.3488,1.0,0.5172,0.3881,0.3163,1.0,0.4806,True,False,False,False,False,0.75,4
df785efccaa5457983e30ca6c714eee6,acled_event_food_0.75_5,0.3251,13,0.3727,0.3803,0.72,0.4977,0.3619,0.3182,0.6176,0.42,True,False,False,False,False,0.75,5
9f085a1dd7ad488392871be253ab0de3,acled_sub_food_1_4,0.0731,31,0.379,0.3103,0.9545,0.4684,0.3603,0.3081,0.9828,0.4691,True,False,False,False,False,1.0,4
fc8714b5140b4780a7488320f181b9ed,acled_sub_food_1_5,0.1282,31,0.3728,0.2948,0.7727,0.4268,0.367,0.3137,0.8276,0.455,True,False,False,False,False,1.0,5
4b8dda33f93441598662d464d57b19e7,acled_event_food_1_4,0.3916,13,0.3337,0.296,0.5606,0.3874,0.3639,0.3136,0.6379,0.4205,True,False,False,False,False,1.0,4
ebaa75501645414780c4267f1d5cd08b,acled_event_food_1_5,0.269,13,0.3252,0.3267,0.7424,0.4537,0.3381,0.2866,0.7759,0.4186,True,False,False,False,False,1.0,5
6ecf688d3b9b47ddb60be59a6aa058d5,acled_sub_rain_text_conflict_pca_0.25_4,0.382,54,0.4372,0.4213,1.0,0.5928,0.4168,0.4259,1.0,0.5974,False,True,True,True,True,0.25,4
ba0a3c6e39bb4e78a859f3fcc6a5baca,acled_sub_rain_text_conflict_0.25_4,0.238,798,0.4514,0.4324,0.8791,0.5797,0.4148,0.4247,0.8587,0.5683,False,True,True,True,False,0.25,4
62a699ed64304ce1affc970217a97041,acled_sub_rain_text_conflict_pca_0.25_5,0.2255,54,0.417,0.4044,0.8132,0.5401,0.4209,0.443,0.7174,0.5477,False,True,True,True,True,0.25,5
26ea2a29f49f4830820af020c4babdcd,acled_sub_rain_text_conflict_0.25_5,0.1933,798,0.4617,0.4213,1.0,0.5928,0.4543,0.4259,1.0,0.5974,False,True,True,True,False,0.25,5
218f63c08864475aa5b97e6c28de9523,acled_sub_rain_text_all_pca_0.25_4,0.0435,73,0.4446,0.4213,1.0,0.5928,0.4062,0.4259,1.0,0.5974,False,True,True,False,True,0.25,4
c846955d3d6349338cd6989f6006f6f0,acled_sub_rain_text_all_0.25_4,0.106,798,0.4058,0.4171,0.967,0.5828,0.4403,0.4259,1.0,0.5974,False,True,True,False,False,0.25,4
270b43fd7b884e6f8789980fe383bdbd,acled_sub_rain_text_all_pca_0.25_5,0.1154,73,0.4349,0.4213,1.0,0.5928,0.4078,0.4259,1.0,0.5974,False,True,True,False,True,0.25,5
da6a9f916ee64766a755f2ea59568d99,acled_sub_rain_text_all_0.25_5,0.1835,798,0.423,0.4213,1.0,0.5928,0.4029,0.4259,1.0,0.5974,False,True,True,False,False,0.25,5
e7ec2d1a9b134108bc606076dad7c4b6,acled_event_rain_text_conflict_pca_0.25_4,0.2244,36,0.3996,0.415,0.9121,0.5704,0.4256,0.4286,0.8152,0.5618,False,True,True,True,True,0.25,4
90b337e6e16b48dea1882effbeec9f0d,acled_event_rain_text_conflict_0.25_4,0.198,780,0.4584,0.4213,1.0,0.5928,0.4135,0.4259,1.0,0.5974,False,True,True,True,False,0.25,4
9da7749d868a45a0b50e3c3f6aa93fd1,acled_event_rain_text_conflict_pca_0.25_5,0.2225,36,0.4067,0.4264,0.9231,0.5833,0.4561,0.4335,0.9565,0.5966,False,True,True,True,True,0.25,5
627ae7818f264ea391d4f1682c674410,acled_event_rain_text_conflict_0.25_5,0.1905,780,0.4519,0.4245,0.989,0.5941,0.4173,0.4279,1.0,0.5993,False,True,True,True,False,0.25,5
bddd30e1cf7a483d9f9fddec81333841,acled_event_rain_text_all_pca_0.25_4,0.1829,55,0.4415,0.4178,0.978,0.5855,0.4777,0.4238,0.9674,0.5894,False,True,True,False,True,0.25,4
3eedfda4ddbc48b3b5d2073a8a297f22,acled_event_rain_text_all_0.25_4,0.2407,780,0.4398,0.4265,0.956,0.5898,0.4142,0.4314,0.9565,0.5946,False,True,True,False,False,0.25,4
3cd248a5b6044630aa3efab67fdba20e,acled_event_rain_text_all_pca_0.25_5,0.1245,55,0.4232,0.4213,1.0,0.5928,0.3843,0.4259,1.0,0.5974,False,True,True,False,True,0.25,5
d63cb50399284151b0354b84b38134fc,acled_event_rain_text_all_0.25_5,0.057,780,0.3998,0.4233,1.0,0.5948,0.3875,0.4233,0.9891,0.5928,False,True,True,False,False,0.25,5
da3af7db4bb947ee89783188a07ae028,acled_sub_rain_text_conflict_pca_0.5_4,0.2955,54,0.3572,0.3523,0.775,0.4844,0.3925,0.3837,0.8049,0.5197,False,True,True,True,True,0.5,4
b60d73f154754aa8b39492f43d658923,acled_sub_rain_text_conflict_0.5_4,0.231,798,0.3926,0.3744,0.9875,0.543,0.3539,0.3832,1.0,0.5541,False,True,True,True,False,0.5,4
1b9913ddd9a04b14ac9f8ceab76ac44a,acled_sub_rain_text_conflict_pca_0.5_5,0.1209,54,0.3535,0.3723,0.875,0.5224,0.3964,0.4011,0.8902,0.553,False,True,True,True,True,0.5,5
e22251e497484dbf8a1771f298b777b7,acled_sub_rain_text_conflict_0.5_5,0.186,798,0.3524,0.3663,0.925,0.5248,0.3989,0.3842,0.8902,0.5368,False,True,True,True,False,0.5,5
e776a1f0ca004f129c306d57dfff343c,acled_sub_rain_text_all_pca_0.5_4,0.0368,73,0.3455,0.3704,1.0,0.5405,0.3861,0.3832,1.0,0.5541,False,True,True,False,True,0.5,4
797e9abf43fc4173a0cd2484c2559e10,acled_sub_rain_text_all_0.5_4,0.3298,798,0.3593,0.3704,1.0,0.5405,0.3991,0.3796,1.0,0.5503,False,True,True,False,False,0.5,4
3e123c11f1f74eec956a95eea85051ec,acled_sub_rain_text_all_pca_0.5_5,0.0267,73,0.3383,0.3704,1.0,0.5405,0.3817,0.3814,1.0,0.5522,False,True,True,False,True,0.5,5
328efc73ecb64d4a9c95e0f4e58831c7,acled_sub_rain_text_all_0.5_5,0.246,798,0.3542,0.3704,1.0,0.5405,0.3801,0.3796,1.0,0.5503,False,True,True,False,False,0.5,5
4aeb4bce8f37473c80e042bb08ad171c,acled_event_rain_text_conflict_pca_0.5_4,0.057,36,0.333,0.3704,1.0,0.5405,0.4364,0.3814,1.0,0.5522,False,True,True,True,True,0.5,4
7227a81926d64d79842ecbd106d8a052,acled_event_rain_text_conflict_0.5_4,0.2678,780,0.3727,0.3717,0.8875,0.524,0.3691,0.407,0.8537,0.5512,False,True,True,True,False,0.5,4
cb2ee3073727479fbb453ab665461480,acled_event_rain_text_conflict_pca_0.5_5,0.2406,36,0.3489,0.3675,0.7625,0.4959,0.4038,0.3889,0.6829,0.4956,False,True,True,True,True,0.5,5
bbe10c2ed3ad478eafc1028894c1b36d,acled_event_rain_text_conflict_0.5_5,0.1639,780,0.3725,0.3788,0.9375,0.5396,0.3954,0.3734,0.7195,0.4917,False,True,True,True,False,0.5,5
0f198083158345de9b3f4b6265c79c4b,acled_event_rain_text_all_pca_0.5_4,0.0362,55,0.3466,0.3704,1.0,0.5405,0.3662,0.3796,1.0,0.5503,False,True,True,False,True,0.5,4
a9f16da14eba49a5aba9225825bcc925,acled_event_rain_text_all_0.5_4,0.1111,780,0.3354,0.3721,1.0,0.5424,0.3886,0.3796,1.0,0.5503,False,True,True,False,False,0.5,4
e3fdfc99a46b435fa92087e57acb1373,acled_event_rain_text_all_pca_0.5_5,0.1468,55,0.3374,0.3769,0.9375,0.5376,0.3641,0.3799,0.8293,0.5211,False,True,True,False,True,0.5,5
999e405ea9ba4fccaf32bfa5da2d5202,acled_event_rain_text_all_0.5_5,0.2601,780,0.3397,0.3704,1.0,0.5405,0.4226,0.3785,0.9878,0.5473,False,True,True,False,False,0.5,5
6a4af26c801a41f692c84e988fb499dd,acled_sub_rain_text_conflict_pca_0.75_4,0.4105,54,0.3933,0.3418,0.72,0.4635,0.3668,0.3333,0.6029,0.4293,False,True,True,True,True,0.75,4
d37ecfaf4ea64066b6c631f7fa0e50fa,acled_sub_rain_text_conflict_0.75_4,0.4139,798,0.3747,0.4453,0.8133,0.5755,0.3359,0.3471,0.6176,0.4444,False,True,True,True,False,0.75,4
d71177342ee24ccb98feb67ef5400072,acled_sub_rain_text_conflict_pca_0.75_5,0.3058,54,0.3977,0.3631,0.8667,0.5118,0.3758,0.3214,0.7941,0.4576,False,True,True,True,True,0.75,5
2e8e583dfac342d38b498cab2e1d6aa2,acled_sub_rain_text_conflict_0.75_5,0.2752,798,0.3635,0.3472,1.0,0.5155,0.338,0.3148,1.0,0.4789,False,True,True,True,False,0.75,5
ff822a1193234764ba001f6168c304ac,acled_sub_rain_text_all_pca_0.75_4,0.1509,73,0.3624,0.3472,1.0,0.5155,0.3895,0.3148,1.0,0.4789,False,True,True,False,True,0.75,4
6c09767b0ad7441a96bf8f704965e2f3,acled_sub_rain_text_all_0.75_4,0.0705,798,0.3545,0.3472,1.0,0.5155,0.3523,0.3148,1.0,0.4789,False,True,True,False,False,0.75,4
b9758719f0804185825fd3bb418dceb3,acled_sub_rain_text_all_pca_0.75_5,0.3081,73,0.3565,0.3472,1.0,0.5155,0.3655,0.3148,1.0,0.4789,False,True,True,False,True,0.75,5
3215d3bd5d324fcda775095dacb248ce,acled_sub_rain_text_all_0.75_5,0.0986,798,0.3898,0.3397,0.9467,0.5,0.3424,0.3137,0.9412,0.4706,False,True,True,False,False,0.75,5
ff115699ad904603ba086665acfc3502,acled_event_rain_text_conflict_pca_0.75_4,0.396,36,0.3441,0.3475,0.5467,0.4249,0.353,0.36,0.5294,0.4286,False,True,True,True,True,0.75,4
be5970be999b46c799301353c5ae9c52,acled_event_rain_text_conflict_0.75_4,0.0502,780,0.3519,0.3488,1.0,0.5172,0.3137,0.3223,1.0,0.4875,False,True,True,True,False,0.75,4
dd3f154e41414b1d9b354123869ff428,acled_event_rain_text_conflict_pca_0.75_5,0.1156,36,0.3399,0.3458,0.9867,0.5121,0.4116,0.3178,1.0,0.4823,False,True,True,True,True,0.75,5
9b0e8267b60c49e0bfc8e2c64942bf38,acled_event_rain_text_conflict_0.75_5,0.1476,780,0.3503,0.3472,1.0,0.5155,0.3514,0.3221,0.9853,0.4855,False,True,True,True,False,0.75,5
57cd653be4324bdbb17ea3def7464df3,acled_event_rain_text_all_pca_0.75_4,0.0242,55,0.3606,0.3472,1.0,0.5155,0.3597,0.3148,1.0,0.4789,False,True,True,False,True,0.75,4
181c7d785d674b649679b04de852ee10,acled_event_rain_text_all_0.75_4,0.3241,780,0.3455,0.375,0.84,0.5185,0.3544,0.3484,0.7941,0.4843,False,True,True,False,False,0.75,4
1202370bc1774ed78e7cc681af9acafb,acled_event_rain_text_all_pca_0.75_5,0.0999,55,0.3421,0.3521,1.0,0.5208,0.3601,0.3131,0.9853,0.4752,False,True,True,False,True,0.75,5
4495678d930f4eeb99985f9f04db834a,acled_event_rain_text_all_0.75_5,0.0797,780,0.3473,0.3491,0.9867,0.5157,0.3313,0.3146,0.9853,0.4769,False,True,True,False,False,0.75,5
84133cd6de9343cea75d7358e79b24f2,acled_sub_rain_text_conflict_pca_1_4,0.3956,54,0.351,0.3162,0.5606,0.4044,0.397,0.37,0.6379,0.4684,False,True,True,True,True,1.0,4
29b46f7950114ca8a272bbca40a5de99,acled_sub_rain_text_conflict_1_4,0.4093,798,0.3653,0.3207,0.8939,0.472,0.3467,0.2928,0.9138,0.4435,False,True,True,True,False,1.0,4
e81a6bb330a542339e7e904b7937ed03,acled_sub_rain_text_conflict_pca_1_5,0.3136,54,0.3692,0.3056,1.0,0.4681,0.4074,0.2685,1.0,0.4234,False,True,True,True,True,1.0,5
f284e30f23f4440d81ac47f7953d4e2c,acled_sub_rain_text_conflict_1_5,0.0215,798,0.3787,0.3056,1.0,0.4681,0.3431,0.2685,1.0,0.4234,False,True,True,True,False,1.0,5
6a6fd0d9d32446f0b7bd3787971edb85,acled_sub_rain_text_all_pca_1_4,0.3128,73,0.3309,0.2917,0.4242,0.3457,0.4021,0.359,0.4828,0.4118,False,True,True,False,True,1.0,4
bb45d77a4a834e7db61c1c1539f3d9ec,acled_sub_rain_text_all_1_4,0.0431,798,0.3392,0.3084,1.0,0.4714,0.2588,0.2794,0.9828,0.4351,False,True,True,False,False,1.0,4
b36b5a0a3b9c4ef8a67d25d57940b99d,acled_sub_rain_text_all_pca_1_5,0.1059,73,0.3277,0.3027,0.8485,0.4462,0.3855,0.2803,0.7586,0.4093,False,True,True,False,True,1.0,5
9dee62947ce24709951dbfab138de28e,acled_sub_rain_text_all_1_5,0.0538,798,0.2849,0.307,1.0,0.4698,0.3323,0.2654,0.9655,0.4164,False,True,True,False,False,1.0,5
732b83621e504551b86d9e6d1be4fe33,acled_event_rain_text_conflict_pca_1_4,0.4396,36,0.3287,0.2979,0.6364,0.4058,0.406,0.3051,0.6207,0.4091,False,True,True,True,True,1.0,4
2870400fe14141439cdbdddffa659660,acled_event_rain_text_conflict_1_4,0.4038,780,0.3604,0.3317,1.0,0.4981,0.3529,0.2723,1.0,0.428,False,True,True,True,False,1.0,4
8c2fc829d27d4995bd0de1de09cd95e6,acled_event_rain_text_conflict_pca_1_5,0.3959,36,0.3394,0.3143,1.0,0.4783,0.4225,0.2749,1.0,0.4312,False,True,True,True,True,1.0,5
da6926addb5d40f89cb976161bfca844,acled_event_rain_text_conflict_1_5,0.2468,780,0.3474,0.302,0.9242,0.4552,0.3474,0.2718,0.9138,0.419,False,True,True,True,False,1.0,5
a14f1d3ab7c34a519d8a6ccebd846326,acled_event_rain_text_all_pca_1_4,0.2003,55,0.3035,0.3187,0.7727,0.4513,0.3572,0.2986,0.7414,0.4257,False,True,True,False,True,1.0,4
2a165958616c4003a1f8fc8913f519e8,acled_event_rain_text_all_1_4,0.0879,780,0.2929,0.2947,0.9242,0.4469,0.318,0.2673,0.931,0.4154,False,True,True,False,False,1.0,4
50e9ffadcacf4424bc78c4b4f4d93a66,acled_event_rain_text_all_pca_1_5,0.2496,55,0.3052,0.3072,0.7121,0.4292,0.3875,0.2857,0.5862,0.3842,False,True,True,False,True,1.0,5
ae9762b2005245558531e448f35513c9,acled_event_rain_text_all_1_5,0.0601,780,0.3253,0.3099,1.0,0.4731,0.3704,0.2676,0.9828,0.4207,False,True,True,False,False,1.0,5
29259c3e05514ed6b32e5ecb66f4364f,acled_sub_rain_0.25_4,0.0971,29,0.416,0.4213,1.0,0.5928,0.4703,0.4259,1.0,0.5974,False,True,False,False,False,0.25,4
c634ef9752dd414e9d7d033536ee91b4,acled_sub_rain_0.25_5,0.3847,29,0.4278,0.4213,1.0,0.5928,0.4766,0.4279,1.0,0.5993,False,True,False,False,False,0.25,5
9742a92415d64360a51908dd3e053fce,acled_event_rain_0.25_4,0.2048,11,0.401,0.4213,1.0,0.5928,0.4605,0.4259,1.0,0.5974,False,True,False,False,False,0.25,4
903641ae405943809d09a97dc7c7d258,acled_event_rain_0.25_5,0.352,11,0.3889,0.4198,0.978,0.5875,0.4456,0.43,0.9674,0.5953,False,True,False,False,False,0.25,5
a59adf6922304991ab377459671acfe8,acled_sub_rain_0.5_4,0.3133,29,0.3364,0.3459,0.6875,0.4603,0.4017,0.3984,0.5976,0.478,False,True,False,False,False,0.5,4
89a972d0cd244a4fb8859636aafeb43f,acled_sub_rain_0.5_5,0.3597,29,0.3355,0.3354,0.6625,0.4454,0.421,0.3952,0.5976,0.4757,False,True,False,False,False,0.5,5
0d1856904b6643979e362abdc968162b,acled_event_rain_0.5_4,0.3909,11,0.3158,0.3469,0.6375,0.4493,0.4335,0.4123,0.5732,0.4796,False,True,False,False,False,0.5,4
95621dc4eff14fd7bbc9083e17cab77f,acled_event_rain_0.5_5,0.4284,11,0.3146,0.3481,0.6875,0.4622,0.4331,0.3984,0.5976,0.478,False,True,False,False,False,0.5,5
231bb6f1c60642688f3d186607451f17,acled_sub_rain_0.75_4,0.2296,29,0.3744,0.3648,0.7733,0.4957,0.3852,0.3561,0.6912,0.47,False,True,False,False,False,0.75,4
ccf47da40c954e49bc9f5039a01a18b5,acled_sub_rain_0.75_5,0.408,29,0.3582,0.3689,0.6,0.4569,0.3841,0.3426,0.5441,0.4205,False,True,False,False,False,0.75,5
16a91643b05e40a9950141f54b5686df,acled_event_rain_0.75_4,0.2196,11,0.3439,0.3538,0.92,0.5111,0.3791,0.3425,0.9118,0.498,False,True,False,False,False,0.75,4
3fbbece8adf24bab8e26250046db9715,acled_event_rain_0.75_5,0.0356,11,0.3259,0.3472,1.0,0.5155,0.3631,0.3163,1.0,0.4806,False,True,False,False,False,0.75,5
aba9604e78104faabe290e56e64feec5,acled_sub_rain_1_4,0.4025,29,0.3061,0.2975,0.5455,0.385,0.4052,0.3431,0.6034,0.4375,False,True,False,False,False,1.0,4
7b5f6d04d4c24b7fa3cf6ffc925622e0,acled_sub_rain_1_5,0.4118,29,0.3195,0.3217,0.5606,0.4088,0.377,0.3299,0.5517,0.4129,False,True,False,False,False,1.0,5
c1e0858862de45a98a9553668a8d0a20,acled_event_rain_1_4,0.405,11,0.2929,0.2927,0.5455,0.381,0.4002,0.3263,0.5345,0.4052,False,True,False,False,False,1.0,4
0a103d615d374dd69b66fd2a886572ba,acled_event_rain_1_5,0.4523,11,0.3116,0.3019,0.4848,0.3721,0.4083,0.3034,0.4655,0.3673,False,True,False,False,False,1.0,5
57166d6ad3f74c65a9bbd276015c8ed6,acled_sub_text_conflict_pca_0.25_4,0.1818,53,0.46,0.4213,1.0,0.5928,0.4683,0.4259,1.0,0.5974,False,False,True,True,True,0.25,4
34f5df1c44f94035af43a969b09baa28,acled_sub_text_conflict_0.25_4,0.4197,797,0.5083,0.4213,1.0,0.5928,0.3921,0.4299,1.0,0.6013,False,False,True,True,False,0.25,4
a8f911bf7c734348a1d8f772daa88fa0,acled_sub_text_conflict_pca_0.25_5,0.2677,53,0.4475,0.4225,0.989,0.5921,0.4537,0.436,1.0,0.6073,False,False,True,True,True,0.25,5
4ed04fdcaf09441c94456927601fa792,acled_sub_text_conflict_0.25_5,0.2065,797,0.4483,0.4213,1.0,0.5928,0.4171,0.4259,1.0,0.5974,False,False,True,True,False,0.25,5
0478cb53202d44df838fa06635b96ec7,acled_sub_text_all_pca_0.25_4,0.1621,72,0.4517,0.4213,1.0,0.5928,0.4163,0.4259,1.0,0.5974,False,False,True,False,True,0.25,4
d432a01b2b964ed5a762e5225b3605cd,acled_sub_text_all_0.25_4,0.0577,797,0.458,0.4213,1.0,0.5928,0.4705,0.4259,1.0,0.5974,False,False,True,False,False,0.25,4
0c0649d704924e0d96032dfc7feaa22f,acled_sub_text_all_pca_0.25_5,0.103,72,0.445,0.4213,1.0,0.5928,0.4216,0.4259,1.0,0.5974,False,False,True,False,True,0.25,5
4492e3fafc294ab3a4faf4e278a6aa5f,acled_sub_text_all_0.25_5,0.1937,797,0.457,0.4206,0.989,0.5902,0.4503,0.4259,1.0,0.5974,False,False,True,False,False,0.25,5
31e3d7c8a9a049e6893fe3aadc3549a4,acled_event_text_conflict_pca_0.25_4,0.353,35,0.4882,0.4233,1.0,0.5948,0.4565,0.4279,1.0,0.5993,False,False,True,True,True,0.25,4
18af7c50b454418cb2b314e2b007e8c5,acled_event_text_conflict_0.25_4,0.1998,779,0.4686,0.4188,0.8791,0.5674,0.4383,0.4375,0.913,0.5915,False,False,True,True,False,0.25,4
bb14f559694044b2849697b19af77074,acled_event_text_conflict_pca_0.25_5,0.0387,35,0.4602,0.4213,1.0,0.5928,0.4474,0.4259,1.0,0.5974,False,False,True,True,True,0.25,5
89a6c194c02640e7acb32d0760166e59,acled_event_text_conflict_0.25_5,0.1125,779,0.4539,0.4213,1.0,0.5928,0.4415,0.4259,1.0,0.5974,False,False,True,True,False,0.25,5
02d5964ee4b24687933585e7da7dbbe2,acled_event_text_all_pca_0.25_4,0.2352,54,0.4312,0.4213,1.0,0.5928,0.4224,0.4299,1.0,0.6013,False,False,True,False,True,0.25,4
83155b895cc04e4a92fadfb405ad17b9,acled_event_text_all_0.25_4,0.1014,779,0.4731,0.4265,0.989,0.596,0.4503,0.4299,1.0,0.6013,False,False,True,False,False,0.25,4
94916ba2b57544808f090047f2eafba2,acled_event_text_all_pca_0.25_5,0.0584,54,0.439,0.4213,1.0,0.5928,0.424,0.4233,0.9891,0.5928,False,False,True,False,True,0.25,5
74a6471341ef433dac5e0de10bb550b2,acled_event_text_all_0.25_5,0.1246,779,0.4317,0.4206,0.989,0.5902,0.4269,0.4279,1.0,0.5993,False,False,True,False,False,0.25,5
d3013169c0074d178dd7c02462050697,acled_sub_text_conflict_pca_0.5_4,0.1738,53,0.4245,0.3704,1.0,0.5405,0.4013,0.3796,1.0,0.5503,False,False,True,True,True,0.5,4
fd6d2c02b7f1449f98a5dbcdbe75710a,acled_sub_text_conflict_0.5_4,0.2953,797,0.4345,0.3704,1.0,0.5405,0.3933,0.3796,1.0,0.5503,False,False,True,True,False,0.5,4
